group_id,,AbsTime,RelTime,Cycle,m15.881 (B_m15.881) (Corr),m16.214 (B_m16.214) (Corr),m17.016 (B_m17.016) (Corr),m17.055 (B_m17.055) (Corr),m17.554 (B_m17.554) (Corr),m18.062 (B_m18.062) (Corr),m18.632 (B_m18.632) (Corr),m18.723 (B_m18.723) (Corr),m18.781 (B_m18.781) (Corr),m18.970 (B_m18.970) (Corr),m19.474 (B_m19.474) (Corr),m19.540 (B_m19.540) (Corr),m19.943 (B_m19.943) (Corr),m20.050 (B_m20.050) (Corr),m20.820 (B_m20.820) (Corr),m21.049 (B_m21.049) (Corr),m22.916 (B_m22.916) (Corr),m25.355 (B_m25.355) (Corr),m28.034 (B_m28.034) (Corr),m28.765 (B_m28.765) (Corr),m28.793 (B_m28.793) (Corr),m28.859 (B_m28.859) (Corr),m29.028 (B_m29.028) (Corr),m29.746 (B_m29.746) (Corr),m30.017 (B_m30.017) (Corr),m31.721 (B_m31.721) (Corr),m31.772 (B_m31.772) (Corr),m31.998 (B_m31.998) (Corr),m33.037 (B_m33.037) (Corr),m33.886 (B_m33.886) (Corr),m33.999 (B_m33.999) (Corr),m35.387 (B_m35.387) (Corr),m36.737 (B_m36.737) (Corr),m36.797 (B_m36.797) (Corr),m37.058 (B_m37.058) (Corr),m37.290 (B_m37.290) (Corr),m37.626 (B_m37.626) (Corr),m37.777 (B_m37.777) (Corr),m38.042 (B_m38.042) (Corr),m38.476 (B_m38.476) (Corr),m39.038 (B_m39.038) (Corr),m41.053 (B_m41.053) (Corr),m43.045 (B_m43.045) (Corr),m44.025 (B_m44.025) (Corr),m45.024 (B_m45.024) (Corr),m46.016 (B_m46.016) (Corr),m47.040 (B_m47.040) (Corr),m50.011 (B_m50.011) (Corr),m51.019 (B_m51.019) (Corr),m53.035 (B_m53.035) (Corr),m55.029 (B_m55.029) (Corr),m57.076 (B_m57.076) (Corr),m59.074 (B_m59.074) (Corr),m61.061 (B_m61.061) (Corr),m63.040 (B_m63.040) (Corr),m69.062 (B_m69.062) (Corr),m72.947 (B_m72.947) (Corr),m73.077 (B_m73.077) (Corr),m75.075 (B_m75.075) (Corr),m76.948 (B_m76.948) (Corr),m78.068 (B_m78.068) (Corr),m81.035 (B_m81.035) (Corr),m83.112 (B_m83.112) (Corr),m88.113 (B_m88.113) (Corr),m89.096 (B_m89.096) (Corr),m91.049 (B_m91.049) (Corr),m93.069 (B_m93.069) (Corr),m94.059 (B_m94.059) (Corr),m95.054 (B_m95.054) (Corr),m96.054 (B_m96.054) (Corr),m203.008 (B_m203.008) (Corr),m203.980 (B_m203.980) (Corr),m205.084 (B_m205.084) (Corr),m205.968 (B_m205.968) (Corr),m218.001 (B_m218.001) (Corr),m328.554 (B_m328.554) (Corr),m329.556 (B_m329.556) (Corr),m329.885 (B_m329.885) (Corr),m330.895 (B_m330.895) (Corr),m332.034 (B_m332.034) (Corr),m332.690 (B_m332.690) (Corr),m355.145 (B_m355.145) (Corr),m356.248 (B_m356.248) (Corr),m357.165 (B_m357.165) (Corr),m358.143 (B_m358.143) (Corr),m358.713 (B_m358.713) (Corr),m359.096 (B_m359.096) (Corr),m371.191 (B_m371.191) (Corr),m372.285 (B_m372.285) (Corr),m373.171 (B_m373.171) (Corr),m374.177 (B_m374.177) (Corr),m375.156 (B_m375.156) (Corr),m429.204 (B_m429.204) (Corr),m431.181 (B_m431.181) (Corr),m445.239 (B_m445.239) (Corr),m445.875 (B_m445.875) (Corr),m447.210 (B_m447.210) (Corr),E/N_Act [Td],p-Drift_Act [mbar]
                      Jar_BLK_25,4679,44841.784,4688.6436,4680,83.38699,83.38699,2129.971,812.3743,0,6681.961,0,83.38699,680.7766,195183.8,6833.932,8613.371,2599.762,11477.75,0,8103660,54.82832,25.05817,175.4895,32.44163,0,0,15320.07,0,11164.7,24.88462,28.94823,922322.1,644.3652,169.2191,1495.103,0,8.929727,17.79928,180302.5,443.6315,25.51677,0,224.6734,0,460.8658,43.16056,101.0608,71.06337,30.53451,82.39729,87.80945,262.4211,1882.558,2229.697,132.629,4.200511,43.94887,150.5728,10.97062,81.4388,27.31055,18.16363,40.84129,688.9238,130.4227,457.1367,0,32.98683,21.5325,107.817,10.87767,33.45737,1315.797,74.59126,22.01423,38559.65,571.0413,49.51656,50.25124,5.002592,2449.704,5825.901,38188.73,219.5379,158.749,18.01162,15.00969,6.00322,3.001288,8.005151,4.001932,5.002576,2.391269,1,3.000644,0,46.02982,24.01548,12.50807,10.00579,7.003863,174.9513,2.805528
1,248,44841.7326,248.0002,249,0,0,1421.663,172.3114,0,9457.294,250.1623,83.38699,333.5493,206573.4,15793.92,18228.67,4878.859,16022.29,94.95042,9232351,123.4843,0,136.8956,17.49369,16.17894,0,11921.56,14.73739,8289.83,0,12.38453,382832.3,2935.715,84.15173,685.2639,19.31796,8.929727,26.69906,528851.9,28.72371,125.0592,151.8795,1233.778,16.27398,3538.917,496.4665,2151.511,101.5616,3236.854,205.9946,278.876,92.54443,582.9536,829.4788,683.8263,270.3383,1671.829,186.085,111.6642,151.3755,71.26367,165.7684,75.8485,533.5551,132.6712,184.5261,71.59609,15.39384,10.76625,118.1396,34.92888,66.91496,3132.236,159.9361,8.005151,32452.21,465.3079,31.02011,53.56604,4.001932,888.577,2196.324,30707.45,195.8975,102.067,6.003863,1.000644,2.048193,2,0,1,0,3.001288,3.001288,2.000644,1,0,4.001932,1.96875,2.000644,4.001932,175.3084,2.799043
1,249,44841.7326,249.0002,250,0,0,1167.423,333.5479,0,10282.16,311.5612,139.4126,416.9363,197360.5,16214.57,22943.14,4737.81,16490.54,83.38699,9299455,41.16143,50.11634,83.1517,16.22603,0,32.12972,12566.16,29.47478,8294.65,12.44231,37.17749,300774.3,4043.676,42.52583,651.4299,0,17.85945,44.49819,534907.4,17.31662,218.821,250.0022,1731.699,16.27398,3774.113,608.9369,1927.497,173.8413,3187.668,127.3664,212.1665,71.93185,638.2505,735.111,1082.825,303.9518,1488.191,286.4521,149.933,395.2186,60.6903,100.2554,110.8556,525.0055,126.7208,143.3716,110.4227,8.796479,15.07278,101.8956,59.03504,59.67289,4030.412,212.4599,8.005151,33474.95,468.198,43.79409,55.03576,4.001932,830.1579,1999.422,29986.19,183.0282,91.65332,3.000644,3.001288,4.002575,3.001288,1,4.001932,2.000644,1,5.003219,1,1,5.003219,3.000644,4.001288,6.002576,3.000644,175.1175,2.802095
1,250,44841.7326,250.0002,251,83.38699,0,1417.584,271.6592,83.38699,12825.51,250.161,166.774,1000.647,188600.3,17292.97,23029.89,5920.547,19956.51,83.38699,10259260,0,38.85974,87.74487,0,0,0,13036.22,29.47478,8841.457,24.88462,24.78499,273505.5,5103.899,30.79197,674.6139,19.32418,35.71891,44.49819,605285.4,8.661096,292.2993,329.1557,2277.32,16.27398,4419.175,549.316,1872.82,107.9092,3086.46,166.8528,295.3215,70.8381,452.8256,767.9738,1267.573,312.5121,1485.19,395.24,169.8318,347.8459,81.96751,68.94169,187.3203,478.5272,108.0825,118.849,148.1309,17.59296,38.75864,128.8415,69.96738,79.32306,4118.459,205.8992,8.005151,33477.29,494.7134,65.83958,57.46706,1.515625,767.5289,1902.438,29095.19,212.0657,66.72678,227.7383,61.71972,44.02843,14.00901,4.001932,8.005151,48.03114,18.3556,53.03432,18.01161,8.005152,3.594777,1,1.000644,2,2,175.1413,2.801714
1,251,44841.7326,251.0002,252,83.33335,0,297.7176,781.2658,0,15189.31,166.774,416.9349,628.0096,183739.7,19245.3,27737.99,5742.887,19315.52,250.161,9675125,0,75.17451,87.60749,16.22603,16.17894,16.07003,12477.42,0,8898.086,12.44231,24.78519,266021.8,4706.268,85.0585,589.0634,0,62.57785,35.80714,619591.2,0,185.6292,465.659,2375.548,56.95906,4697.456,635.0975,2032.568,95.21452,3051.845,154.472,351.2532,46.262,407.3565,669.3994,1521.275,315.9685,1361.52,373.2934,164.1322,371.5351,108.1284,126.4603,145.6466,492.2834,145.1765,153.4478,154.4859,20.16146,17.226,127.4908,72.35694,122.6679,4302.943,252.6781,14.00902,33370.85,453.4178,53.55038,62.82989,5.003236,785.0189,1945.761,28489.48,214.5967,76.26834,3552.496,574.3608,529.5095,129.2796,58.72564,57.71717,615.2305,152.3621,408.8743,94.60838,57.34977,8.005167,4.001932,5.003219,4.001932,0,175.1413,2.801714
1,252,44841.7326,252.0002,253,0,83.33335,667.0987,383.059,83.33335,11516.27,333.5479,667.0959,603.9056,193687.4,21649.47,25768.66,6568.768,18879.57,83.38699,10202490,41.13496,0,35.09784,81.13017,16.17894,16.05969,11991.93,29.47478,7825.712,12.44231,37.17749,253011.7,4114.134,78.87668,578.8483,19.32418,35.71891,39.2837,573256.6,25.97772,257.6615,460.0208,2204.345,8.13699,4682.09,501.4721,2137.848,125.0679,2866.117,177.233,332.0684,51.37992,446.9213,782.0133,1574.13,366.0501,1550.375,346.0106,142.3769,402.4501,91.03535,144.6013,136.2002,427.1006,92.60831,186.7315,145.662,17.59299,51.67821,150.9187,57.55104,68.8831,4289.304,211.1479,10.25662,33215.77,448.1743,42.02723,58.03777,5.002576,728.6461,1895.031,28644.68,185.9514,73.47741,7566.059,1058.803,929.4617,231.5222,69.67694,89.61302,1330.349,296.8421,903.6509,205.0038,129.7255,7.231215,1,2,5.002575,2,175.1175,2.802095
1,253,44841.7326,253.0002,254,0,0,1167.912,416.9391,0,13402.4,134.8524,571.3325,166.7753,189630,21392.15,30094.54,6641.848,18715.6,250.161,10010270,41.16143,42.18778,105.2941,48.6781,48.53682,16.07003,12056.64,14.73739,8428.409,12.44231,12.3925,238287.3,4401.714,95.69886,545.4547,19.32418,43.0791,53.39783,550351.5,17.31662,314.7102,510.8918,2428.652,27.65305,4382.145,507.7524,1775.909,102.5536,2957.501,145.6449,352.4333,41.10395,384.289,614.2173,1603.917,369.4247,1392.649,426.2833,197.5735,406.912,121.381,117.3077,143.1276,553.7375,140.6023,237.8053,138.2557,24.19032,19.37928,164.281,92.58964,78.72365,4538.143,253.9075,16.01032,33568.26,478.1264,59.03822,61.02399,4.001932,750.7113,1875.849,28110.19,195.0259,90.06595,7937.897,1035.898,923.7989,221.5856,95.64041,114.9656,1625.105,339.0145,916.8292,218.792,128.0835,5.003219,2.001288,1,3.001288,4.001932,175.1652,2.801332
1,254,44841.7326,254.0002,255,166.774,83.38699,1004.554,416.9363,0,10159.02,166.774,416.9349,667.0959,192479.9,22954.4,28980.9,6056.517,20540.74,83.38699,11103060,164.6464,25.04205,45.03773,16.22603,16.17894,48.21009,12331.49,0,7926.284,62.21155,24.78499,237173.6,4349.116,100.2469,591.0114,9.655875,39.25955,26.69892,517341.6,0,349.7961,622.7007,2287.836,40.68495,4951.496,473.2557,1938.318,96.0323,2876.688,105.9396,309.1677,30.8279,407.2437,623.0648,1921.838,365.1568,1426.563,351.5802,163.9535,333.9319,148.443,121.145,107.8925,506.0551,159.7572,197.7977,125.6218,19.79208,34.45213,164.0309,79.93147,75.31033,4512.217,263.1689,11.24944,33582.55,473.399,47.03058,47.85138,7.692466,741.0352,1852.733,27720.35,160.6759,89.06917,7796.018,1030.092,931.3461,230.5834,88.87767,88.89371,1483.549,307.3055,1022.609,222.0859,120.0785,6.00322,5.096386,3.001288,4.001288,1,175.2129,2.800569
1,255,44841.7326,255.0002,256,166.774,83.38699,1004.067,416.9349,166.7204,11406.32,109.1197,333.5479,500.3233,190783.5,19829.01,26928.54,6038.619,18492.48,583.7116,10963220,82.32287,0,57.68549,48.67836,32.35814,28.78167,11693.89,14.73739,8312.05,12.44231,12.3925,233831,4545.41,157.8406,474.9189,9.662089,44.64863,53.39783,536198.9,8.655525,412.0606,595.2922,2566.719,19.0075,5036.095,557.7333,2020.055,117.2569,2812.437,155.0126,325.0866,100.2412,411.4517,564.1288,1808.287,339.8083,1418.459,402.3848,212.1149,350.2925,111.4476,125.6857,131.2763,477.9961,111.1388,165.75,172.5395,19.79208,23.68578,188.3983,73.93435,84.62797,4443.753,235.1751,6.003863,33183.41,454.7148,51.43953,56.83371,3.001288,772.5754,1806.74,27973.12,218.261,91.18443,7557.128,1011.295,967.7892,235.4215,83.39799,83.54653,1450.846,332.1566,970.8359,218.779,128.6189,1.515625,3.000644,1.5625,2,3.001932,175.1413,2.801714
1,256,44841.7327,256.0002,257,14.16927,166.774,1000.647,333.5479,166.774,12010.04,250.161,833.8753,473.4492,192682.4,20113.72,31409.6,6093.424,20644.89,251.301,10202970,41.16143,0,122.3629,32.45207,16.17894,16.07003,11529.7,14.73739,8951.613,19.58692,24.78499,236274.3,4478.513,103.1753,527.7678,19.31796,8.929727,44.49819,565445.6,8.655525,424.553,508.7144,2559.019,16.27398,5006.058,471.3918,1799.567,101.5616,2971.511,151.3685,348.2848,61.73608,405.1136,571.8903,1964.993,331.7276,1247.78,311.127,158.3903,428.7263,120.812,114.339,110.844,474.3004,123.966,188.4891,147.292,22.09435,33.68669,148.8299,77.96376,76.75555,4530.02,252.2659,15.8227,33805.45,487.418,54.03497,48.92225,2.000644,778.4658,1853.912,28045.62,182.7904,84.48493,7545.658,1052.633,1015.967,249.6139,90.41031,112.112,1468.732,336.0522,966.5921,212.8248,120.6881,5.002576,2.000644,5.003219,4.001932,2.000644,175.2367,2.800188
1,257,44841.7327,257.0002,258,0,0,1000.651,654.7223,83.38699,11135.45,166.774,387.2935,667.0972,195039.1,24231.75,28089.53,7042.098,23136.22,333.5479,9614980,82.32287,0,17.54892,0,0,16.07003,12249.51,14.73739,8045.246,24.88462,24.78499,236533.4,4436.711,74.43217,565.7391,19.32418,22.81266,17.79928,539350.7,0,288.3624,376.4199,2564.824,32.54796,4701.394,432.3928,1823.447,137.1683,2916.736,147.2308,369.1664,65.06782,404.5098,600.3447,1895.267,370.365,1395.92,354.6476,172.9609,429.9337,130.9702,95.65501,140.3928,582.5956,151.3311,167.9146,152.4706,16.25291,19.37928,175.6103,67.96839,67.77583,4548.384,227.5032,14.96278,33486.75,473.0688,54.46508,44.02859,7.003863,738.4781,1838.946,27901.24,228.0036,100.3853,7503.159,1050.615,945.7701,205.4514,82.92109,99.43195,1531.809,347.3067,953.0007,213.0723,121.0791,8.004507,2.000644,2.000644,5.002575,0,175.2367,2.800188
