group_id,,AbsTime,RelTime,Cycle,m15.006 (B_m15.006) (Corr),m15.970 (B_m15.970) (Corr),m16.980 (B_m16.980) (Corr),m17.007 (B_m17.007) (Corr),m18.016 (B_m18.016) (Corr),m18.886 (B_m18.886) (Corr),m18.939 (B_m18.939) (Corr),m19.043 (B_m19.043) (Corr),m19.089 (B_m19.089) (Corr),m19.109 (B_m19.109) (Corr),m19.729 (B_m19.729) (Corr),m20.006 (B_m20.006) (Corr),m21.005 (B_m21.005) (Corr),m26.996 (B_m26.996) (Corr),m27.988 (B_m27.988) (Corr),m28.988 (B_m28.988) (Corr),m29.971 (B_m29.971) (Corr),m30.983 (B_m30.983) (Corr),m31.969 (B_m31.969) (Corr),m32.074 (B_m32.074) (Corr),m32.968 (B_m32.968) (Corr),m33.003 (B_m33.003) (Corr),m33.965 (B_m33.965) (Corr),m36.910 (B_m36.910) (Corr),m37.012 (B_m37.012) (Corr),m37.123 (B_m37.123) (Corr),m37.656 (B_m37.656) (Corr),m37.749 (B_m37.749) (Corr),m37.999 (B_m37.999) (Corr),m38.999 (B_m38.999) (Corr),m41.003 (B_m41.003) (Corr),m41.999 (B_m41.999) (Corr),m43.013 (B_m43.013) (Corr),m43.971 (B_m43.971) (Corr),m44.973 (B_m44.973) (Corr),m45.958 (B_m45.958) (Corr),m46.988 (B_m46.988) (Corr),m48.981 (B_m48.981) (Corr),m49.976 (B_m49.976) (Corr),m50.991 (B_m50.991) (Corr),m51.997 (B_m51.997) (Corr),m53.006 (B_m53.006) (Corr),m55.009 (B_m55.009) (Corr),m57.035 (B_m57.035) (Corr),m59.025 (B_m59.025) (Corr),m60.020 (B_m60.020) (Corr),m61.001 (B_m61.001) (Corr),m61.999 (B_m61.999) (Corr),m62.993 (B_m62.993) (Corr),m65.008 (B_m65.008) (Corr),m67.023 (B_m67.023) (Corr),m69.037 (B_m69.037) (Corr),m71.044 (B_m71.044) (Corr),m73.024 (B_m73.024) (Corr),m75.011 (B_m75.011) (Corr),m77.008 (B_m77.008) (Corr),m78.015 (B_m78.015) (Corr),m79.017 (B_m79.017) (Corr),m81.006 (B_m81.006) (Corr),m83.055 (B_m83.055) (Corr),m85.059 (B_m85.059) (Corr),m87.023 (B_m87.023) (Corr),m88.043 (B_m88.043) (Corr),m89.027 (B_m89.027) (Corr),m90.924 (B_m90.924) (Corr),m91.014 (B_m91.014) (Corr),m93.009 (B_m93.009) (Corr),m94.011 (B_m94.011) (Corr),m95.022 (B_m95.022) (Corr),m96.021 (B_m96.021) (Corr),m97.057 (B_m97.057) (Corr),m99.047 (B_m99.047) (Corr),m101.056 (B_m101.056) (Corr),m103.041 (B_m103.041) (Corr),m105.018 (B_m105.018) (Corr),m109.052 (B_m109.052) (Corr),m111.079 (B_m111.079) (Corr),m117.056 (B_m117.056) (Corr),m123.075 (B_m123.075) (Corr),m125.093 (B_m125.093) (Corr),m143.107 (B_m143.107) (Corr),m145.087 (B_m145.087) (Corr),m149.020 (B_m149.020) (Corr),m202.911 (B_m202.911) (Corr),m203.966 (B_m203.966) (Corr),m204.248 (B_m204.248) (Corr),m204.589 (B_m204.589) (Corr),m204.939 (B_m204.939) (Corr),m205.432 (B_m205.432) (Corr),m205.703 (B_m205.703) (Corr),m205.918 (B_m205.918) (Corr),m207.002 (B_m207.002) (Corr),m217.906 (B_m217.906) (Corr),m223.041 (B_m223.041) (Corr),m225.020 (B_m225.020) (Corr),m266.978 (B_m266.978) (Corr),m281.039 (B_m281.039) (Corr),m283.013 (B_m283.013) (Corr),m286.971 (B_m286.971) (Corr),m329.812 (B_m329.812) (Corr),m330.840 (B_m330.840) (Corr),m331.858 (B_m331.858) (Corr),m332.186 (B_m332.186) (Corr),m332.836 (B_m332.836) (Corr),m341.011 (B_m341.011) (Corr),m355.111 (B_m355.111) (Corr),m356.122 (B_m356.122) (Corr),m357.073 (B_m357.073) (Corr),m358.059 (B_m358.059) (Corr),m359.030 (B_m359.030) (Corr),m371.113 (B_m371.113) (Corr),m372.112 (B_m372.112) (Corr),m373.073 (B_m373.073) (Corr),m374.064 (B_m374.064) (Corr),m375.050 (B_m375.050) (Corr),m376.043 (B_m376.043) (Corr),m429.081 (B_m429.081) (Corr),m430.082 (B_m430.082) (Corr),m431.078 (B_m431.078) (Corr),m432.070 (B_m432.070) (Corr),m445.104 (B_m445.104) (Corr),m446.105 (B_m446.105) (Corr),m447.089 (B_m447.089) (Corr),m448.086 (B_m448.086) (Corr),E/N_Act [Td],p-Drift_Act [mbar]
54,729,44841.8365,729.0005,730,2084.695,505.8621,917.2073,917.261,32589.48,3266.663,5302.736,0,0,0,13702.23,61528.42,34491200,827.3945,184.4001,33686.04,22898.97,272.5222,387357.2,1040.724,3625.356,11857.84,814.9549,205.4111,3656630,0,908.6937,635.2957,5370.326,9630.2,740.9633,186.3104,2229.422,127.5993,5781.804,253.6233,677.1946,31.86938,78.66257,623.8253,29.7015,744.1443,4353.217,509.3359,1838.546,108.3551,1071.725,67.26607,338.2709,59.76075,42.17916,371.1971,147.6671,343.3313,383.7017,1249.586,240.6823,139.8137,246.555,85.78117,49.71246,196.073,380.9941,207.5443,125.3134,269.148,79.88437,74.83575,10539.4,444.1364,79.18018,34.84602,23.24206,69.81791,34.11364,37.49345,19.13537,55.44551,24.04247,19.43881,21.71829,16.67746,47.4831,13.00837,154236.9,201.7846,3.001932,1091.715,37.89956,27.01744,46.56149,41.5894,81.74467,129.1466,30.01945,49.03183,86.05633,103.0786,135.1208,4568.044,96163.95,159.2755,48.27573,43.02781,91.98193,37073.27,2249.239,2564.32,343.5589,266.5336,6007.367,722.0132,3350.149,415.3436,224.6195,52.0337,892.506,181.9201,113.109,42.02302,313.5523,84.74274,113.0739,38.02462,174.9479,2.800951
55,844,44841.8378,844.0006,845,2171.015,500.3233,1417.583,698.0431,45659.62,3402.654,4597.182,0,0,0,14223.04,64794.37,33228730,992.569,194.0353,34859.69,23053.45,330.2693,365483.3,1021.905,3140.684,9591.778,762.1223,168.0317,3782388,0,810.6177,707.6257,5482.223,13901.83,1899.183,246.4731,4053.972,203.5871,7857.165,223.0029,556.5684,42.4924,113.1618,640.9871,48.33814,1102.733,5837.207,2090.273,3006.67,128.7876,1032.054,63.53901,323.0764,56.92038,129.2999,2272.564,705.2991,337.5199,393.751,1128.113,274.2654,159.5099,292.799,2071.361,115.5449,215.6806,264.4115,152.2538,104.6351,225.2265,54.0275,146.4477,11018.64,445.4403,254.4553,47.74141,301.2313,73.30905,40.60238,83.13779,153.1023,67.44026,24.0425,127.9151,346.1057,25.01541,18.60967,14.00903,154512.3,261.3796,1,1073.644,30.79342,17.88654,48.03133,18.05853,105.2403,32.02018,24.01554,20.01289,78.82929,88.05742,95.06609,4084.912,95649.74,167.1978,72.72216,37.86043,25.30546,17362.27,1453.012,1152.379,172.0808,84.05489,2721.151,355.7006,1509.984,226.3938,126.703,30.01946,1,1,2.000644,1.000644,1,2.000644,4.001932,1,174.8254,2.797517
55,845,44841.8378,845.0006,846,1757,583.6566,835.3356,1000.648,41105.26,2968.739,4764.59,0,0,0,14652.4,69878.66,32640180,1204.502,189.2234,33127.08,23669.04,327.3008,365185.8,1015.407,3193.347,9557.603,721.1146,118.4408,3765407,0,804.9744,618.52,5795.945,13521.68,2029.566,255.3138,3883.584,233.8413,7662.986,199.3779,589.6613,106.2317,102.8741,622.3813,33.83659,1148.213,5755.327,2069.182,3183.364,152.2332,1071.363,97.18108,388.7083,81.50946,150.4165,2191.536,707.9664,358.9674,338.9626,1165.853,286.4654,150.956,305.6012,2046.441,80.17406,276.7429,295.6511,188.0616,118.1122,219.0103,88.03811,178.5592,11217.73,529.2259,283.6664,53.17963,319.161,79.63634,25.57917,81.34234,162.5634,41.96278,19.79969,168.0855,380.4609,20.25054,26.75143,17.01098,155086.1,222.5612,1,1086.356,35.80445,12.82857,45.89703,23.01488,74.04858,39.02527,20.0129,38.09504,78.82467,78.84035,120.11,4125.645,95535.12,144.1645,63.83527,48.88316,29.01876,19746.15,1593.247,1316.948,194.2664,95.48467,3326.987,418.3152,1828.916,258.0157,148.1404,31.02004,2.000644,3.001288,5.003219,2.000644,5.003219,4.001932,5.002592,2.000644,175.2108,2.796754
55,846,44841.8379,846.0006,847,2913.566,581.9201,750.4856,1118.401,42107.95,4053.1,3966.548,0,0,0,12411.46,65640.98,33052880,1118.237,306.2657,34038.08,22214.1,274.5093,357595.6,1019.573,3047.025,9194.741,694.3704,206.9145,3666178,0,990.7668,746.3089,5896.736,13612.92,2098.585,277.3131,4089.725,159.2822,7858.121,211.1733,473.0921,73.66698,56.5807,696.3079,101.5103,1122.272,6013.717,1988.451,2969.58,149.5176,1179.845,103.2622,355.7339,80.85597,164.6412,2004.713,717.0625,359.1952,353.544,1224.536,301.8315,145.147,302.2961,2021.214,94.32208,245.9058,349.5103,244.17,133.3727,272.1777,62.03159,163.5232,11058.62,468.2339,281.1886,44.01613,280.47,83.44081,30.70231,69.9185,195.5042,65.94163,32.52716,171.0095,403.0448,22.63374,26.0699,13.00839,153747.8,226.6402,3.001932,1130.414,25.80577,21.71716,44.07547,19.01228,94.06155,44.02848,18.01162,36.02338,79.05139,106.0735,91.05611,4069.844,95434.36,167.9317,65.81377,39.88511,25.01615,18677.55,1503.602,1220.338,195.6732,83.46841,3086.788,436.9435,1741.806,239.4091,122.7229,29.01874,6.00322,1,3.001932,0,3.001288,2,1,2,174.8965,2.79561
55,847,44841.8379,847.0006,848,1511.233,667.0987,1167.423,698.2032,40069.5,3729.895,4269.238,0,0,0,14784.83,61738.82,34922690,1058.566,206.8018,32703.27,22928.03,343.4316,357850,1140.439,3292.701,9364.006,730.2698,277.6475,3672617,0,1079.707,692.5397,6051.296,13867.37,2199.825,262.2146,4106.324,160.7724,7954.627,264.2447,637.079,100.2143,58.56985,760.2639,67.67357,1166.654,6231.844,1945.233,3237.803,125.3542,1104.243,82.23021,278.5386,94.9181,102.9381,2195.895,771.9434,358.9442,429.8719,1118.129,267.0653,144.038,353.0323,2018.673,124.9774,228.3113,322.0984,229.9082,105.6084,259.6349,70.03557,135.2384,11169.58,466.6862,244.4392,45.85022,326.0074,85.52776,25.58414,74.98698,172.2726,74.93383,16.97116,175.1797,412.3563,10.72047,24.4252,15.02533,154300.7,223.4121,4.002575,1027.681,29.1595,22.10798,51.03305,19.01225,92.06023,31.02004,19.01225,15.00969,79.05176,99.40873,124.2597,4143.961,95677.05,146.1584,60.83779,45.02916,33.02136,17192.21,1460.291,1140.636,171.558,68.45072,2880.461,438.9584,1626.736,238.4385,125.1076,36.02336,0,0,1,1,3.000644,4.001932,3.001288,4.001932,175.4752,2.794847
55,848,44841.8379,848.0006,849,2509.132,667.0449,947.3909,835.5013,38432.06,3276.065,4941.192,0,0,0,15410.59,61901.48,32217590,1144.651,189.2921,33812.93,23701.14,336.1252,354003.9,1077.572,3343.328,9606.325,645.6036,136.1628,3658694,0,1197.174,883.6955,5693.074,14113.47,2083.597,287.8082,4049.08,192.5423,7348.015,230.0057,660.899,69.05024,61.72115,562.4131,43.15487,1164.121,5756.366,1949.215,3159.303,121.3562,1308.126,75.22934,366.7009,59.7629,111.6329,2011.069,703.4031,356.1882,408.2108,1246.003,234.423,148.6958,342.0566,1998.745,99.22308,224.8411,294.3579,211.7618,120.6582,228.0445,57.32471,137.8684,11201.82,481.4996,276.2638,67.85736,295.7669,71.56347,40.93642,82.29725,180.505,56.94952,26.87104,150.8823,383.4993,16.67746,26.75139,10.00645,154491.2,234.1403,2.031914,1087.609,22.01425,25.01615,52.07296,19.01227,90.21912,41.02662,22.01423,25.0162,102.0743,92.06003,86.05606,4221.687,95298.45,143.1528,51.59278,33.02143,20.01289,16556.71,1420.766,1095.253,160.1927,72.04687,2725.373,394.4075,1486.004,248.9483,142.1407,27.01747,3.001288,4.001288,1,3.001288,2.000644,5.003219,2.000644,2.000644,175.3791,2.79561
55,849,44841.8379,849.0006,850,2249.357,500.3246,416.9349,917.2582,38313.21,2888.133,4856.674,0,0,0,13153.49,68960.18,32086230,1349.778,229.3281,34156,22542.1,182.0854,356372.6,1144.657,3123.358,9076.724,849.0218,159.1883,3650260,0,911.2756,890.4962,6059.187,13581.54,1928.135,362.15,4060.314,176.5393,7652.665,245.2851,511.6363,100.92,105.4764,567.1866,48.33814,1096.911,6242.567,2013.976,2984.666,129.2532,1245.122,52.32826,359.8768,46.32592,158.9925,2153.714,700.2758,346.8123,392.6185,1250.21,259.2646,162.2043,322.6678,2187.525,115.5451,259.4434,326.4614,188.8868,123.7562,270.4146,78.03844,164.8031,10952.81,437.7933,239.7327,48.2286,277.4913,75.0546,37.21856,74.69411,148.0506,64.06293,28.28531,160.8842,401.7789,16.73333,19.77277,14.00903,152988.5,237.0392,2.000644,1126.205,26.01682,28.0572,49.0318,22.01422,109.0932,39.02533,17.24484,30.64478,88.05779,95.06229,93.67365,4069.563,95758.94,158.3698,64.87733,20.88849,23.01482,16853.92,1404.925,1179.241,169.5887,75.04871,2764.357,423.5822,1505.3,232.404,131.6465,25.54777,4.001932,3.001932,5.001932,1.000644,2.000644,2.000644,3.000644,1,175.306,2.794466
55,850,44841.8379,850.0006,851,1500.672,750.4842,1085.94,833.8726,35238.7,4104.144,3723.95,0,0,0,13805.08,67543.16,33646950,1204.117,123.4841,32277.33,23258.61,253.9447,356044.9,1131.588,2663.05,9406.481,693.5117,229.94,3614452,0,917.1133,661.1691,6561.774,13667.91,1897.972,304.9144,4157.746,184.4792,7649.136,215.7255,539.2719,90.29688,87.44318,681.6516,77.33782,1093.052,5905.988,1886.811,3112.386,152.3019,1390.186,65.93608,329.2065,70.91368,138.6953,2078.51,739.2939,324.9246,389.8518,1231.43,269.7483,136.308,274.2758,2004.866,96.68051,256.2025,332.7893,222.507,147.4865,280.4308,60.02329,135.2074,10950.99,484.5068,246.6525,50.09143,301.5124,83.77611,31.8083,81.50754,185.0478,61.42212,32.61564,141.6479,371.1075,25.01633,23.26216,11.99213,154531.4,256.9818,4.002575,1063.16,36.69566,24.01554,47.92954,13.00839,78.05101,52.12762,27.01747,31.02001,86.34541,89.05814,88.05753,4169.907,94668.23,186.2693,61.87727,32.08321,19.01165,17150.15,1436.175,1132.091,173.219,70.42067,2829.182,391.6614,1618.355,252.9648,141.1398,32.02067,4.001932,1,2,4.940679,1,4.001932,2.000644,0,175.1617,2.795228
55,851,44841.8379,851.0006,852,2042.17,500.3233,1167.422,583.7117,34825.82,4158.788,3443.175,0,0,0,14401.7,68206.59,34300550,1120.209,160.6608,32821.28,22179.17,273.3741,360092.6,1068.896,3130.067,9467.928,957.7342,213.6158,3644113,0,883.855,661.9249,5914.555,13697.04,1918.162,298.4023,4011.343,139.8619,7527.185,212.4853,506.5508,69.05032,113.162,640.4636,77.34101,1090.062,6209.158,1864.598,3094.16,178.7855,1231.424,78.49242,317.7589,75.17755,160.387,2122.534,704.3423,329.1584,410.8333,1201.089,251.4868,156.8064,341.3319,1924.344,99.92286,267.6382,294.1502,263.2087,126.1969,256.784,54.0275,149.0399,11288.79,476.7668,268.8109,62.18316,301.8916,82.03632,32.38139,66.83604,137.5008,66.15872,28.59472,153.128,384.4673,21.44251,32.56695,11.09307,156235.5,187.447,3.001304,1013.165,30.44168,24.1328,51.14271,21.13082,83.28863,32.0207,19.01097,34.02206,92.84594,83.85173,85.05542,4186.643,95052.44,171.233,77.0207,35.0226,18.01166,17248.38,1444.842,1219.89,190.9874,82.05367,2917.48,450.0169,1694.967,264.5246,144.7943,28.01809,4.001932,3.001288,3.000644,3.001288,1.000644,3.001288,4.002575,2.000644,175.0646,2.794466
55,852,44841.8379,852.0006,853,1584.013,500.2683,667.0422,866.7713,38909.13,3109.743,4503.789,0,0,0,14831.96,64607.83,31869680,1106.028,176.4064,34699.21,23789.99,302.6078,362803.8,935.3756,3256.615,9015.172,760.8423,175.2177,3779102,0,1025.249,743.0145,6014.369,13862.33,1968.061,310.6252,3749.297,174.5887,7558.332,255.1443,645.0943,84.98532,77.1558,668.4623,53.17194,1207.891,6208.399,2034.903,3077.759,152.3479,1229.934,85.96564,359.2278,70.30946,162.3748,2045.902,783.1427,340.8534,426.6624,1236.167,247.0307,140.0569,343.65,2007.327,84.64133,292.7085,343.6709,204.9068,128.5317,240.2576,74.03049,114.2343,11352.23,463.9664,268.6855,37.0884,289.275,92.50915,30.70228,74.17252,143.8758,59.94699,43.84233,180.2842,369.5956,16.67747,16.28346,7.004523,152892.7,249.5204,3.001288,1068.508,35.66378,26.62659,48.21883,21.42007,90.90332,55.03597,17.01037,31.02012,101.0699,90.05883,97.93104,4153.008,94976.98,146.3375,67.33618,31.73919,25.01621,17520.33,1478.116,1187.067,184.617,88.0574,2937.586,365.9875,1630.412,257.0451,129.6033,26.01676,9.005812,4.002575,3.000644,3.001288,2,1,4.001932,4.001288,175.3065,2.795228
55,853,44841.8379,853.0006,854,1417.583,0,822.7978,500.3219,36035.52,2718.573,3807.189,0,0,0,14653.41,69396.55,35342050,1014.177,257.2708,36268.86,23491.07,462.558,360455.7,1088.374,3522.627,9131.676,817.3093,182.7313,3703105,0,1070.348,829.9447,6262.893,14131.1,1922.297,310.5181,4032.932,212.8439,7480.812,212.2666,614.2621,79.67001,82.2994,745.5298,65.53023,1120.5,6393.785,2091.589,3034.084,159.0843,1249.989,82.22774,336.8155,63.27842,131.9301,2049.679,693.9765,348.3741,441.1673,1216.318,292.2433,157.5459,331.606,1947.635,127.3358,300.3046,291.1159,244.0468,89.71471,224.8642,70.03566,157.5649,11251.65,494.7629,247.951,33.01204,299.0204,85.52711,31.27531,78.24726,151.8757,64.88267,36.77092,151.388,417.7238,17.55154,22.09904,18.01162,153912.2,245.5766,3.001304,1142.546,24.94582,28.01811,41.30811,27.01748,98.07539,44.02855,26.01681,35.02274,80.9043,98.79575,100.0694,4188.875,95055.73,144.1714,75.38341,41.02653,44.0278,17540.38,1416.927,1234.23,177.597,78.0509,2958.116,428.1395,1633.263,245.9062,146.1502,25.01613,10.00583,7.003863,4.002575,2.000644,8.005167,5.002576,8.005151,1,175.306,2.794466
55,854,44841.838,854.0006,855,1592.671,333.5493,833.5839,1334.195,37189.36,3769.179,4112.246,0,0,0,12795.48,65378.44,35214840,1101.382,199.6972,33184.68,22473.35,402.4641,357669.9,1060.963,3562.682,9279.589,825.0973,92.09953,3729748,0,894.1782,849.0906,6003.811,14503.11,1988.952,331.1944,4075.129,265.2082,7617.512,228.4173,511.5348,63.73868,77.15546,701.0195,33.83675,1038.343,6073.35,2068.47,2920.494,172.1543,1210.588,67.27673,300.9704,84.39894,125.3756,1995.423,786.3834,358.9444,439.6964,1249.933,243.1614,148.6956,292.1564,1997.037,108.4712,265.8511,317.9832,219.1932,111.3977,243.2837,70.03556,103.832,10920.6,483.1583,285.5708,53.18628,310.3587,89.82275,54.58192,67.68952,171.5443,58.44818,37.57759,151.3834,354.1649,20.88371,22.099,18.01166,155123.6,241.914,0.3593751,1066.629,23.93735,29.7536,58.59274,23.01484,91.45041,49.03193,22.01423,37.0241,89.05832,92.50594,92.05675,4238.848,94926.7,141.2388,44.80074,45.88124,36.28063,18051.89,1451.405,1204.966,163.1903,80.58374,2900.072,386.1103,1673.576,221.8141,151.8568,38.86104,25.01549,7.004507,12.00776,1,5.839695,11.00645,3.001932,4.002575,175.1607,2.793703
56,934,44841.8389,934.0006,935,1431.106,416.9363,552.1131,866.6099,37664.16,4040.405,5003.987,0,0,0,13471.57,61007.75,31404710,714.6461,141.1252,32867.51,22095.25,118.896,422291.3,1018.938,3126.488,7933.666,863.6891,150.3447,3719139,0,649.4407,616.3988,4520.944,9255.777,812.8869,470.394,2676.496,152.6718,7126.1,192.0581,537.2547,33.46349,95.84164,619.3422,42.56016,878.3834,3073.448,771.6653,1813.458,91.70766,879.6742,82.23021,288.1393,66.79395,37.21075,357.0717,170.0648,210.0578,341.8399,1123.673,253.0163,85.83734,217.6176,127.7793,63.66756,173.173,264.4124,161.7305,115.5817,185.7359,36.01819,141.8077,9513.207,411.3044,75.34679,34.84599,23.24212,59.42709,25.58417,40.75368,27.27048,58.44719,14.14266,19.43883,36.77148,14.88127,16.28346,16.0103,148437.7,232.695,0.04687501,1065.878,26.14189,26.01684,50.03246,32.02077,74.07191,72.04366,28.0182,10.00581,99.06884,29.0188,16.01037,3906.285,95448.45,144.1676,57.04935,40.13536,37.02397,380.3533,69.04492,79.05152,17.12041,34.02199,55.03158,13.5478,53.0344,11.00708,6.00322,3.000644,505.8515,124.1031,105.6155,15.00967,177.2362,43.3249,74.21231,23.01484,174.9496,2.80324
56,935,44841.8389,935.0006,936,1334.197,333.5479,750.4883,833.8726,39326.6,2968.579,4696.318,0,0,0,14492.15,58679.05,32601880,682.5417,229.3284,32625.07,23101.14,158.5281,380045.1,1044.555,2968.449,7443.425,729.5732,221.0953,3693152,0,682.1992,604.4706,5348.419,9766.598,812.6223,483.0075,2711.628,142.0363,7112.551,254.7911,515.4171,31.8693,128.5745,688.709,38.67046,828.7127,3530.857,812.2719,1739.271,74.22044,1158.95,78.49237,335.4147,62.50959,60.8902,463.2047,150.0853,352.9469,447.1165,1234.57,209.789,106.9696,269.9612,170.5706,56.59343,178.6365,231.9164,212.8232,107.4814,225.4191,54.0275,119.9431,9887.131,408.8828,75.58206,25.81939,22.52974,80.29088,23.87959,58.93999,36.67611,46.45879,15.5569,29.1583,37.40376,14.23913,26.75147,18.01098,151261.5,231.295,3.001932,1057.493,38.79083,31.02011,60.96156,21.01364,93.06096,69.13867,20.01291,33.02138,102.0778,96.06682,74.04838,4012.656,96265.33,189.2708,77.13739,34.30341,42.99673,18873.87,1478.799,1334.386,202.3799,108.164,2840.65,364.181,1544.073,219.2073,134.3058,33.02009,383.1228,84.05479,64.04162,20.0129,154.1592,33.02135,54.0352,13.32109,174.8069,2.805528
56,936,44841.8389,936.0006,937,1787.949,375.0786,1250.812,822.4706,39673.33,3362.887,4528.335,0,0,0,14919.99,63303.25,31392720,849.3028,158.7655,33681.2,22806.81,277.4263,367443.3,1129.392,2589.551,7514.691,749.6088,106.1253,3748352,0,826.7208,716.9619,5129.381,9677.347,816.6971,489.9572,2364.016,140.7316,7354.775,195.553,536.7556,42.48556,56.58069,551.1285,38.15113,875.8323,4033.18,860.437,1721.354,125.0036,1175.956,89.70551,324.5549,67.89944,33.82796,496.8423,180.8341,303.8001,475.4084,1155.819,263.8401,144.0274,280.6149,134.6934,87.24821,138.9255,268.8081,185.0291,130.0171,246.3562,56.76312,147.1326,10041.47,380.0269,104.9118,33.47055,35.75713,62.83618,37.52509,50.53468,44.64929,58.63557,18.3854,22.21585,28.95694,17.17074,17.44658,15.00969,151788,229.6153,2.000644,1033.443,28.08077,29.98815,52.99528,29.99593,95.06567,61.03984,24.0155,29.01877,110.0794,86.16573,95.06216,4020.78,95438.48,159.1997,60.37161,32.02066,56.03568,31564.36,2075.272,1981.801,282.9475,175.2241,4915.075,617.75,2614.603,352.9461,206.4791,46.02975,249.4642,62.04034,45.52163,21.01356,84.055,27.01742,45.02919,13.00773,174.8782,2.804384
56,937,44841.8389,937.0006,938,1570.708,166.774,917.2651,1084.034,39804.27,2429.788,3186.841,0,0,0,15659.51,67384.39,32074970,927.7463,229.3284,33028.58,22031.81,182.627,361038.8,1072.21,2742.93,7886.989,751.0148,185.2703,3565981,0,715.5989,654.853,5560.175,9550.886,757.8581,472.2202,2549.712,126.7794,7073.688,230.6777,517.8694,63.73894,77.15572,719.1413,24.16899,797.2918,3675.381,789.5305,1760.525,78.12688,1253.255,78.49033,391.8271,70.30928,60.90347,557.6371,218.4088,330.3032,390.2933,1159.066,256.3579,114.2989,317.4445,156.9527,73.09138,171.087,255.4902,251.3651,118.1687,212.3047,61.64057,137.1453,10032.25,423.9698,104.1169,54.79701,28.60567,75.05443,25.48536,50.52896,44.64929,53.95202,25.45671,37.48924,30.60261,8.338723,10.46795,13.00839,152579.1,233.4026,3.001948,1060.994,28.04943,35.96079,47.03051,14.18103,103.0897,47.03053,23.01423,54.45733,112.1193,104.079,108.0853,3984.63,95573.84,190.123,78.3223,26.01676,43.02787,30864.62,2143.287,2015.955,237.4372,146.1575,5016.388,587.2205,2509.645,356.9672,195.2675,42.02711,146.1578,43.02785,41.0265,12.00708,60.03853,32.58358,21.2637,11.00644,174.8782,2.804384
56,938,44841.8389,938.0006,939,1145.927,416.9349,1084.038,747.0668,40236.56,4361.076,4781.203,0,0,0,12848.18,60423.67,32307460,966.5895,176.4061,34219.42,22746.53,184.9494,362121.7,1149.077,2843.771,7627.246,706.9697,238.7832,3630730,0,846.7204,627.9753,5443.992,9677.393,771.2601,462.3309,2815.254,69.97428,6927.535,212.73,529.2197,48.44556,67.59141,691.2393,67.67342,821.6115,3817.465,771.465,1819.307,78.12688,1246.923,71.01698,322.1447,68.1397,54.12473,531.0599,178.361,339.5374,423.9507,1261.505,179.637,100.0314,247.8326,147.0537,86.82448,214.1165,259.2378,217.8526,114.6416,215.3133,35.22091,140.9318,9917.163,405.3106,89.80535,33.37753,29.89767,80.10053,25.41862,42.38382,35.08149,53.95216,24.20273,30.54672,43.83652,21.44171,27.91457,13.00839,152545.8,212.052,2.000644,1080.193,24.01921,24.91879,61.03627,22.01418,85.05562,48.03119,19.07419,43.02794,112.0953,132.9857,109.0825,3900.031,95978.37,155.1898,53.4115,44.02843,40.02584,30633.48,2088.539,1888.137,247.2035,141.1433,4839.941,624.0653,2605.435,361.1174,208.6845,44.02495,89.05852,39.02521,42.47718,8.411662,57.05268,17.01098,18.01161,6.003863,174.9496,2.80324
56,939,44841.8389,939.0006,940,1444.623,446.4135,615.6305,917.2609,38601.33,4624.988,4242.673,0,0,0,14600.13,59189.64,32404180,858.1488,264.6102,34998.54,23346.39,154.9937,366280.4,1130.178,2753.437,7313.602,666.3184,159.188,3735369,0,824.4953,680.9714,5422.158,9697.466,843.8715,523.7859,2837.188,178.0551,6674.922,300.8108,484.7978,63.73868,51.43692,714.7237,43.4982,872.3641,3989.951,764.8382,1857.77,74.22039,1218.149,74.75464,312.3413,63.27859,60.89031,476.7919,234.6327,316.6367,403.2932,1191.181,248.2433,101.5098,291.0905,135.9594,51.01131,200.5707,238.6531,223.6326,126.999,260.8431,38.01797,151.6632,9811.32,347.758,81.79245,49.51819,32.18143,70.28124,37.5239,66.83615,41.46009,53.95221,20.02069,30.54675,39.81688,17.86877,23.26212,12.00774,151587.4,241.1993,2.001288,1047.59,31.02012,30.02722,55.08265,11.24943,92.06436,36.02335,24.43419,33.02135,105.0763,112.0773,135.0927,3930.681,95943.78,153.2791,74.381,32.50538,35.02194,29330.23,1916.478,1857.134,275.5568,116.0483,4631.56,566.5637,2531.124,404.3568,187.345,31.02004,61.03909,26.01615,20.01293,5.433183,32.02085,16.00969,18.01159,10.0058,174.9252,2.802858
