,AbsTime,RelTime,Cycle,m15.010 (B_m15.010) (Corr),m15.973 (B_m15.973) (Corr),m16.982 (B_m16.982) (Corr),m17.009 (B_m17.009) (Corr),m18.018 (B_m18.018) (Corr),m18.886 (B_m18.886) (Corr),m18.940 (B_m18.940) (Corr),m19.016 (B_m19.016) (Corr),m19.454 (B_m19.454) (Corr),m19.737 (B_m19.737) (Corr),m20.009 (B_m20.009) (Corr),m21.008 (B_m21.008) (Corr),m26.999 (B_m26.999) (Corr),m27.988 (B_m27.988) (Corr),m28.991 (B_m28.991) (Corr),m29.975 (B_m29.975) (Corr),m30.989 (B_m30.989) (Corr),m31.976 (B_m31.976) (Corr),m32.973 (B_m32.973) (Corr),m33.005 (B_m33.005) (Corr),m33.968 (B_m33.968) (Corr),m36.641 (B_m36.641) (Corr),m36.917 (B_m36.917) (Corr),m37.017 (B_m37.017) (Corr),m37.663 (B_m37.663) (Corr),m37.752 (B_m37.752) (Corr),m38.004 (B_m38.004) (Corr),m39.002 (B_m39.002) (Corr),m41.007 (B_m41.007) (Corr),m42.002 (B_m42.002) (Corr),m43.016 (B_m43.016) (Corr),m43.975 (B_m43.975) (Corr),m45.002 (B_m45.002) (Corr),m45.962 (B_m45.962) (Corr),m47.035 (B_m47.035) (Corr),m48.022 (B_m48.022) (Corr),m48.979 (B_m48.979) (Corr),m49.978 (B_m49.978) (Corr),m50.999 (B_m50.999) (Corr),m53.014 (B_m53.014) (Corr),m55.014 (B_m55.014) (Corr),m57.037 (B_m57.037) (Corr),m59.023 (B_m59.023) (Corr),m60.023 (B_m60.023) (Corr),m61.011 (B_m61.011) (Corr),m62.003 (B_m62.003) (Corr),m63.002 (B_m63.002) (Corr),m65.030 (B_m65.030) (Corr),m69.041 (B_m69.041) (Corr),m71.048 (B_m71.048) (Corr),m73.032 (B_m73.032) (Corr),m74.027 (B_m74.027) (Corr),m75.019 (B_m75.019) (Corr),m77.010 (B_m77.010) (Corr),m78.017 (B_m78.017) (Corr),m79.022 (B_m79.022) (Corr),m81.017 (B_m81.017) (Corr),m83.059 (B_m83.059) (Corr),m85.058 (B_m85.058) (Corr),m87.031 (B_m87.031) (Corr),m88.048 (B_m88.048) (Corr),m89.035 (B_m89.035) (Corr),m90.925 (B_m90.925) (Corr),m91.020 (B_m91.020) (Corr),m93.013 (B_m93.013) (Corr),m94.016 (B_m94.016) (Corr),m95.027 (B_m95.027) (Corr),m96.029 (B_m96.029) (Corr),m97.057 (B_m97.057) (Corr),m101.057 (B_m101.057) (Corr),m103.045 (B_m103.045) (Corr),m105.032 (B_m105.032) (Corr),m107.032 (B_m107.032) (Corr),m109.059 (B_m109.059) (Corr),m111.078 (B_m111.078) (Corr),m117.060 (B_m117.060) (Corr),m125.093 (B_m125.093) (Corr),m143.113 (B_m143.113) (Corr),m149.027 (B_m149.027) (Corr),m151.034 (B_m151.034) (Corr),m203.960 (B_m203.960) (Corr),m204.933 (B_m204.933) (Corr),m205.922 (B_m205.922) (Corr),m207.005 (B_m207.005) (Corr),m217.909 (B_m217.909) (Corr),m223.046 (B_m223.046) (Corr),m224.050 (B_m224.050) (Corr),m225.026 (B_m225.026) (Corr),m228.995 (B_m228.995) (Corr),m266.983 (B_m266.983) (Corr),m268.971 (B_m268.971) (Corr),m281.054 (B_m281.054) (Corr),m282.058 (B_m282.058) (Corr),m283.028 (B_m283.028) (Corr),m285.015 (B_m285.015) (Corr),m286.988 (B_m286.988) (Corr),m297.068 (B_m297.068) (Corr),m299.047 (B_m299.047) (Corr),m329.812 (B_m329.812) (Corr),m330.846 (B_m330.846) (Corr),m331.860 (B_m331.860) (Corr),m341.026 (B_m341.026) (Corr),m342.022 (B_m342.022) (Corr),m343.009 (B_m343.009) (Corr),m355.131 (B_m355.131) (Corr),m356.143 (B_m356.143) (Corr),m357.094 (B_m357.094) (Corr),m358.080 (B_m358.080) (Corr),m359.040 (B_m359.040) (Corr),m360.035 (B_m360.035) (Corr),m371.127 (B_m371.127) (Corr),m372.127 (B_m372.127) (Corr),m373.088 (B_m373.088) (Corr),m374.079 (B_m374.079) (Corr),m375.072 (B_m375.072) (Corr),m376.054 (B_m376.054) (Corr),m429.097 (B_m429.097) (Corr),m430.093 (B_m430.093) (Corr),m431.089 (B_m431.089) (Corr),m432.081 (B_m432.081) (Corr),m433.068 (B_m433.068) (Corr),m445.114 (B_m445.114) (Corr),m446.115 (B_m446.115) (Corr),m447.099 (B_m447.099) (Corr),m448.096 (B_m448.096) (Corr),m449.089 (B_m449.089) (Corr),E/N_Act [Td],p-Drift_Act [mbar],group_id
1032,44843.7634,1032.0004,1033,2144.992,719.871,1000.484,1829.644,36050.92,3233.407,5404.213,27978610,1629835,18287.53,72351.05,37525290,829.2292,318.2922,42572.76,26988.85,359.5595,672132.2,3896.128,9779.101,1255.227,168.9285,204.3351,3511495,1077.031,608.5183,4938.541,10321.62,1023.38,270.4278,3022.021,231.6884,5800.183,364.9684,386.4824,21.93729,95.61686,118.2989,527.0447,732.0366,3104.269,601.7501,3364.079,119.1961,448.8214,96.61877,333.0979,47.21933,489.5639,211.1983,533.9176,80.31685,254.4413,491.0077,180.2877,153.4224,290.5129,314.3733,87.41702,166.649,81.48394,43.12014,124.3863,197.9172,120.1006,87.93067,4170.556,254.7319,121.166,49.32604,10.94247,32.40256,55.01646,48.9007,45.83382,21.88799,41.05293,47.05468,79.41518,54.02948,54133.43,536.8366,25.01621,78.05078,46.20192,458.2,76.59671,132.1489,173.2032,54.76998,65.77712,246.4691,59.38234,170.214,48.12496,203.0394,32.02077,66.04307,1666.197,35036.33,147.7838,485.7559,106.0802,129.1067,40971.8,2429.925,4045.932,573.3643,690.5975,135.2043,5653.811,716.7933,3186.248,467.7557,243.4487,46.0299,15624.99,1524.525,1308.046,246.1591,90.99657,3506.282,578.4053,1034.719,218.2493,98.06409,175.4249,2.791795,155
1033,44843.7635,1033.0004,1034,2860.792,587.8094,1166.776,1167.425,32713.71,4320.156,5395.744,28061620,1663227,18307.22,71064.03,36755870,1011.616,299.8932,42038.91,27334.69,264.1115,667588.6,4300.255,10695.24,1193.928,175.2588,295.3482,3407641,1214.634,735.2424,4974.692,10376.97,994.0129,362.4008,2915.513,178.526,5652.301,309.3416,465.0949,5.484323,100.9288,166.2176,545.3113,865.6502,2983.633,700.8442,3229.575,140.619,410.4091,71.01131,296.4425,45.68201,553.3824,203.7496,622.3586,83.29169,208.8018,756.6874,110.2166,128.3429,352.5726,239.8114,70.74364,125.4022,101.3032,51.74409,120.3969,188.1672,112.941,94.5315,4273.844,253.3497,151.1858,48.27153,13.96276,37.51896,52.07274,58.68088,51.02888,13.48754,38.27056,53.08313,93.50866,54.02546,53446.05,522.1956,23.01486,112.2242,37.71197,517.425,79.05164,152.1494,158.8607,92.06014,102.1642,254.5076,75.14257,255.6774,78.39512,305.2291,46.0299,99.0751,1553.932,34936.23,149.2452,569.959,114.7073,139.0146,98672.5,3446.69,7835.586,1019.138,1078.015,182.0068,14848.93,1411.608,7709.837,898.9901,529.0615,107.3704,15804.65,1530.179,1305.24,245.4281,77.8317,3480.441,518.5526,1118.312,229.5493,126.1004,175.4489,2.791414,155
1034,44843.7635,1034.0004,1035,2436.977,500.3233,917.2596,1417.586,38272.88,3813.293,5644.627,28124610,1698272,16616.64,73224.41,34969520,1053.752,362.534,43484.76,25867.21,368.5086,662156.2,4346.537,10788.22,1311.904,107.7326,149.8404,3550945,1238.026,730.3823,5202.96,10184.61,989.4743,283.937,2888.29,282.977,5510.433,329.9155,366.7049,23.94035,74.36852,85.53928,541.2324,683.9352,3147.386,719.7138,3113.35,148.4309,431.0966,97.1735,227.5987,56.22405,525.13,191.6373,667.3674,86.26627,302.144,697.7924,134.2807,164.5001,319.1754,278.1284,86.75301,125.4021,78.14613,23.71605,114.6558,185.4707,104.0389,103.4707,4299.798,207.9937,158.4881,49.13742,17.45344,30.69727,43.34618,70.40939,43.41676,14.98613,36.10093,63.28638,76.76224,55.59212,53598.05,561.2081,31.02004,98.07149,34.88987,496.607,96.87597,141.1158,174.2461,87.08836,98.05711,240.4683,57.03711,256.8516,80.49785,342.2997,37.02405,71.0463,1597.815,34614.64,162.073,546.5255,130.4859,144.1564,103507.7,3615.987,8240.746,1099.524,1100.84,178.1642,15576.66,1466.264,8135.474,999.225,614.9153,86.09528,15773.07,1593.589,1259.467,240.1288,83.05415,3568.517,601.4043,1081.25,217.5371,122.0909,175.4729,2.791032,155
1035,44843.7635,1035.0004,1036,2060.063,746.9025,1082.079,1334.197,34416.45,4107.917,5521.933,27782460,1727452,21684.17,74601.48,35848030,1218.05,246.9715,42010.63,26178.01,277.2899,655871.5,4310.206,10077.76,1190.842,224.4442,272.1933,3526964,1178.723,839.8487,5298.185,10127.66,949.3327,310.4543,2566.399,114.487,5509.955,386.6651,387.3115,18.0597,108.9798,97.72522,533.2721,766.0829,3251.793,677.4438,3111.266,121.0881,512.0909,67.2737,311.4925,49.19618,449.4716,206.6219,652.1211,84.60486,224.4973,639.5093,113.0602,149.9482,316.9601,195.5828,73.89388,154.5926,94.69807,51.74409,108.2742,228.5832,134.0598,107.4799,4158.225,225.3337,165.81,45.61769,24.43483,30.69106,48.34165,61.18971,38.61478,16.48479,43.04339,54.23738,80.43316,65.52523,53411.18,501.0301,26.01686,82.31149,34.02195,505.9442,80.34131,146.089,158.1985,85.03209,92.06015,231.7129,63.06466,300.7516,79.05167,352.9469,29.33926,84.52411,1628.277,34770.55,179.1295,517.5844,122.9025,121.7813,103240.6,3456.899,7928.373,1076.064,1051.504,189.2826,15731.3,1476.346,8077.072,958.7424,544.38,97.06332,14430.24,1537.295,1231.183,233.577,90.37148,3337.911,551.7352,1054.55,202.2859,132.8,175.4729,2.791032,155
1036,44843.7635,1036.0004,1037,1667.461,719.7027,1497.234,1245.277,35845.98,4767.478,5076.245,28093750,1745844,19152.99,70468.96,36453100,1131.05,188.7078,42241.92,27238.9,369.7197,658204.1,4443.673,10655.71,1130.751,162.1954,236.9348,3540439,1124.294,775.2122,5066.998,10447.91,1037.343,318.4698,2699.689,207.099,5191.694,318.0961,498.3207,27.42161,69.05632,113.1553,492.1958,908.5648,3115.212,631.2582,3126.332,132.8065,392.5797,56.06161,234.5833,57.34264,476.6175,204.2042,627.9774,92.21564,224.988,615.4309,135.1209,114.1715,343.9153,197.9675,64.49826,144.1818,92.01363,38.63953,123.2115,234.7474,132.0588,91.77727,4351.106,260.0557,135.608,51.84715,24.99389,33.41522,65.01933,47.2706,56.80936,26.97513,30.54692,48.2612,81.41437,56.32875,53553.41,591.0037,19.83316,87.9831,52.03383,446.3266,75.04903,125.6575,138.167,93.10764,107.0919,206.3715,59.28079,294.6856,72.23461,354.9601,45.02927,79.59871,1596.932,34116.48,156.0348,494.4544,138.2821,120.8672,104568.4,3636.772,8096.244,1057.231,1002.422,179.3831,15836.45,1455.989,8387.988,986.1173,570.6945,99.3459,12236.21,1362.05,1070.135,216.2776,103.0671,2851.557,493.8487,885.7686,196.224,99.86987,175.4729,2.791032,155
1037,44843.7635,1037.0004,1038,1559.605,724.1014,500.3219,1200.161,36832.66,4678.485,4456.672,28503220,1774235,20352.79,73924.92,36885460,956.4181,158.7668,43277,27567.58,360.2294,658063.1,4694.844,10043.64,1269.567,191.2334,233.0321,3496682,1175.349,911.1932,5419.783,10691.14,979.2314,264.9309,2905.787,184.452,4942.123,288.9461,403.1444,27.4217,90.30458,101.9445,539.6407,710.036,3501.448,710.78,3073.382,144.525,388.141,56.06143,279.0419,52.71029,508.9206,223.4953,663.4816,86.26647,254.1907,659.4927,148.6077,140.5715,291.6083,188.6601,85.92417,151.918,86.11256,45.25919,119.359,213.6377,134.4664,86.65398,4336.02,235.038,139.192,51.84712,22.894,30.83703,56.68331,59.82723,47.55912,20.98063,45.82042,53.0874,89.55608,55.17894,53879.4,534.0887,27.01752,80.75569,37.02404,399.3738,77.45322,102.0779,164.3752,85.05566,111.08,227.4122,70.34245,273.4825,64.04156,365.2572,33.02131,85.23127,1625.855,34548.18,124.6542,421.5333,100.4877,125.1,106101.9,3523.195,7971.867,1028.128,960.1395,180.235,16012.64,1487.651,8467.982,952.4185,559.329,102.0667,9988.279,1123.585,921.0374,194.415,58.47533,2296.84,429.3394,751.1751,132.0974,95.06199,175.4249,2.791795,155
1038,44843.7635,1038.0004,1039,1901.348,1332.73,1340.712,1505.213,34256.95,3416.464,5449.01,27888840,1778244,17531.71,73545.76,38297850,965.5746,176.4078,42323.27,27101.56,300.9397,651522.1,3935.901,9771.738,1252.746,249.7117,238.6956,3474608,1243.864,663.563,5398.621,10243.83,971.8069,361.539,2833.335,178.0684,5285.418,259.4799,383.5598,21.93729,132.8013,66.86439,566.3002,813.9766,3369.858,794.7039,3016.533,132.8065,401.9928,52.32401,268.1279,46.63612,456.5682,213.5734,681.274,88.25904,235.4708,617.554,121.2468,131.5744,352.3695,223.6821,77.81828,103.63,99.92832,40.96397,124.9059,221.8317,112.0497,107.3326,4132.158,237.1064,143.9501,42.90799,13.96273,40.82311,59.99181,55.42079,43.0555,17.10526,47.2091,57.16901,104.6844,60.36097,51114.58,492.8855,25.57902,81.38121,48.55498,349.0432,66.03954,114.104,135.1579,104.0712,80.05212,233.2446,51.93992,282.6454,64.04166,369.3293,43.07479,76.24506,1467.515,32624.41,153.5012,384.1071,87.05695,94.45213,105433.9,3629.43,7626.955,1071.315,934.7548,169.7963,16429.55,1499.39,8522.335,994.4569,631.0591,95.7226,7443.383,989.0687,675.0819,137.7248,59.03828,1870.329,351.8967,603.9172,122.7861,70.35822,175.401,2.792177,155
1039,44843.7635,1039.0004,1040,2040.393,750.432,750.4842,1283.712,40144.08,5792.526,4631.343,27945390,1780074,21175.98,72756.57,38080390,917.119,254.6201,40772.73,27188.57,277.2899,657722.6,4099.099,10311.04,1227.223,193.8279,209.1016,3558772,1272.858,661.7546,5326.146,10360.5,1104.789,384.9463,3091.726,178.0911,5219.884,325.3438,434.2578,43.87458,70.44666,118.2985,459.5072,721.277,3382.78,666.9843,2997.602,120.1118,407.7363,89.69859,268.2206,64.19939,449.8781,244.3561,644.6777,98.1651,289.2773,760.1051,143.3941,109.7579,277.0985,196.5386,61.31132,130.2417,81.48437,45.27607,147.5567,263.1295,128.0573,100.4395,4277.834,229.6122,157.9451,56.47041,19.19875,15.34855,58.3506,56.57342,52.55491,23.97781,50.11077,63.08385,81.76437,56.32856,54304.78,539.361,28.89371,82.04166,43.02792,304.7591,53.03462,81.05315,96.07005,110.0794,87.49468,251.6424,62.04043,287.9735,73.04413,331.1042,30.01882,76.04971,1577.766,34417.25,157.1764,305.9773,100.0654,71.04633,105425.6,3597.268,7489.605,1031.779,788.1062,147.1474,16432.68,1434.486,8480.385,974.7117,577.6904,128.4068,5467.932,754.7094,556.7912,125.0927,44.02848,1346.448,268.7149,481.1568,94.6866,57.03708,175.3291,2.793321,155
1040,44843.7635,1040.0004,1041,2090.88,603.4156,1198.858,1263.198,33987.82,4842.194,5500.751,27615560,1805354,18476.09,74262.36,36827960,1004.4,335.1748,41860.35,27604.17,316.9027,654624.7,4336.59,9915.048,1274.042,215.4659,170.2323,3495048,1277.923,670.5165,4912.861,10707.75,1155.645,365.675,2849.431,257.0753,5247.806,245.3029,399.3375,16.45297,79.68045,99.60368,438.4594,735.2603,3337.557,651.1946,2929.607,133.4397,413.8526,56.06137,251.2878,56.22388,543.2748,191.0293,653.4822,71.39285,255.7751,675.2083,179.2236,135.8826,272.898,243.0959,61.31105,131.3685,73.74159,51.74416,128.239,223.7094,116.4109,90.59283,4259.115,210.0027,131.9658,44.69593,27.23005,37.51882,40.01179,47.27081,40.72578,17.97814,36.44801,50.6743,73.21416,47.13201,54541.54,540.0983,24.01486,75.76827,51.75257,246.4927,63.04113,85.43087,105.0835,97.06322,114.0894,248.5385,73.04751,287.6506,85.0555,344.9309,34.02207,69.04493,1652.097,34790.64,158.1804,219.3594,69.63905,61.68845,106011.8,3528.758,7631.649,1014.041,719.4023,125.8047,16336.29,1384.592,8536.958,1000.97,586.4061,102.0666,3643.436,591.1628,425.3082,100.0659,42.7542,938.5048,214.363,344.4307,74.33744,47.03041,175.4249,2.791795,155
1120,44843.7645,1120.0004,1121,4654.33,1064.655,901.2974,1250.812,29389.02,4880.227,6072.521,28131320,1198616,17103.67,66123.95,34627880,22747.58,604.7565,112191.8,28413.31,10453.83,740784.8,5690.666,14607.62,1410.96,125.6886,141.3802,2965994,534.7997,284.725,2913.237,15583.4,5407.822,3034.459,16985,588.6859,139949.7,907.9477,1389293,20071.2,1194.949,200.8126,748.3038,2267.255,2190.465,1238.933,9174.827,610.4737,1681.045,366.9875,21258.96,7854.875,1440.726,312.9579,1331.764,104.1147,731.9588,713.4164,99.1754,129.7584,173.4199,565.4798,78.98782,3052.118,202.5316,60.36813,134.7011,313.3685,2290.992,224.7988,3756.298,200.5594,133.7408,155.9678,36.65225,51.34194,139.5348,53.96283,59.35085,13.48757,39.23055,33.78289,104.6886,42.53373,46664.73,485.3029,20.01293,50.03261,39.57179,181.2193,33.0214,63.1818,75.04828,5.003219,7.707457,138.1486,43.02788,54.03515,10.00644,9.001637,25.01549,57.037,2176.584,28076.62,153.7602,108.078,40.02587,35.02265,77.50363,22.0142,110.0794,33.02146,95.20284,39.02534,12.00708,2.000644,7.082038,3.000644,5.002576,3.001288,3282.535,586.8069,370.7381,75.04874,36.02323,649.5752,148.7975,277.596,96.06277,27.01744,176.2208,2.783784,156
1121,44843.7645,1121.0004,1122,5341.292,611.3973,1198.855,1084.039,31011.17,4187.238,3908.61,28592460,1364372,16843.65,70132.93,36031550,23298.28,710.887,117560.9,28006.16,8335.582,630550.8,5612.458,15449.56,1171.748,182.9923,220.9446,3235002,736.1476,304.7589,3249.132,16400.5,5392.012,2758.403,17206.74,517.4305,136491.7,1002.857,1563928,24053.27,1265.17,154.2849,520.3746,1954.044,2661.277,1376.649,9808.516,466.6591,1871.496,308.0378,21981.39,10450.88,1599.273,382.2102,1537.011,109.3203,857.4335,654.1306,126.848,180.489,287.3329,657.6595,80.17628,3270.892,202.1298,68.9924,132.9913,407.1212,2656.719,204.0936,4230.162,194.9897,168.6093,166.2772,33.1616,49.45662,201.3009,70.75327,54.21812,14.98613,43.04351,115.8412,109.3454,50.15366,45411.78,504.5544,9.005795,53.0345,32.02075,183.7032,41.02662,79.05148,75.04913,10.00581,7.004507,141.4524,34.8038,40.47935,17.62078,16.01034,34.02135,52.03376,1829.444,25618.71,130.1185,133.1348,40.02597,42.88717,205.1337,56.03642,140.1351,40.02587,113.074,32.02067,26.01682,14.00901,37.02395,14.00903,6.003863,3.000644,3196.916,518.8074,354.537,84.05473,33.0213,719.3973,156.6371,294.6437,73.04749,44.02859,176.1002,2.785691,156
1122,44843.7645,1122.0004,1123,3999.587,1000.649,961.7245,833.8753,30278.03,4259.42,4070.057,28674680,1395580,16645.12,71298.95,34809090,22634.29,596.5516,106991.6,27814.33,7131.163,589357.7,4808.71,15954.17,1032.996,133.4736,123.7677,3335180,602.5126,455.746,3391.772,16893.3,5210.902,2748.72,17031.87,515.5005,132676,826.4592,1616474,23924.95,1182.187,144.0163,547.4722,2030.131,2816.093,1730.318,9682.636,520.1589,1860.213,299.012,21944.4,10834.37,1709.641,407.5492,1769.447,104.1147,810.7578,663.202,143.1365,198.2277,303.8683,723.4922,82.35937,3627.324,247.4127,94.30113,160.8999,387.5326,2666.162,209.1622,4096.759,244.0824,173.1781,189.571,30.30557,54.57283,203.2726,76.82784,52.35633,14.98618,65.67193,135.2627,113.9975,52.875,45433.85,456.9829,16.01032,60.52372,40.45592,229.4222,51.0331,68.0444,87.95557,42.02721,46.02996,190.0011,44.02846,142.9132,48.02779,148.3509,37.02407,63.25993,1869.894,25465.95,139.5106,174.213,63.18944,61.03969,29342.97,1927.863,2755.359,398.9359,383.0018,76.55769,4035.776,491.6096,2409.219,339.8758,199.281,53.03437,3435.046,540.3036,390.0976,80.05208,29.37838,802.9852,213.3077,285.6001,86.36536,41.02658,175.9315,2.788362,156
1123,44843.7645,1123.0004,1124,5073.762,1212.21,1084.038,1718.576,30653.1,3892.511,5268.084,28330780,1392080,15274.35,71593.39,39513540,22171.58,633.5569,110804.4,27877.86,7464.858,581824.3,5423.845,16197.16,1275.649,196.2832,150.2895,3326861,704.1646,387.1066,3812.462,16638.83,5314.783,2480.175,16912.1,462.7114,131472.4,933.3494,1577545,24494.08,1305.406,156.2724,524.9917,1971.121,3009.038,1351.12,9802.449,632.7019,1693.012,387.8896,21864.3,11216.49,1750.867,438.2098,1828.533,133.7631,790.7842,638.6114,96.81644,244.7536,347.2788,741.6883,102.6511,3739.439,213.4662,77.61637,146.1526,391.1173,2688.335,211.3975,4272.449,227.5592,217.0828,186.4558,31.41623,64.20579,199.1756,70.09132,71.75946,14.98615,105.5268,176.4015,136.2512,57.47417,45843.61,523.5305,19.01227,59.03834,44.02866,240.3882,41.02658,82.0537,92.74069,81.05294,103.857,227.4052,53.0344,248.4777,72.04343,363.3365,34.54233,61.73571,1822.889,25335.58,163.1949,255.9048,68.04417,65.04218,101300.1,3489.093,7161.023,1005.923,758.4448,145.132,15170.43,1399.771,8079.007,899.4711,584.0983,106.7844,3801.726,610.3256,391.1921,103.7787,26.01684,921.0706,191.2839,352.8902,92.06004,47.03049,175.8353,2.789888,156
1124,44843.7645,1124.0004,1125,4603.156,612.3745,500.3233,894.9483,31191.01,4375.474,4610.164,27849820,1443780,17361.26,68900.53,35576660,22029.99,460.5924,118756.2,27115.25,7235.151,569300,5430.022,16491.93,1115.357,232.4399,190.1077,3379704,894.2419,522.2045,3727.92,16889.8,5154.277,2663.604,16212.33,475.5226,130173,722.8149,1560369,24228.69,1282.692,180.0022,618.7758,1912.753,2861.362,1459.346,9585.499,617.3978,1775.867,306.3573,21867.33,10830.3,1741.967,392.9157,1863.19,127.2388,840.3027,663.983,131.319,308.2055,339.2682,774.3046,96.6832,3466.11,258.3082,86.24039,129.2355,364.1833,2600.536,183.1848,4329.377,210.3011,206.878,187.3249,34.90688,73.08599,201.8073,80.41278,60.59655,20.98063,74.97468,184.668,123.3065,64.3756,46558.73,512.5468,29.92561,60.25801,47.02993,269.5875,54.5979,80.05248,88.05766,95.01537,105.0686,217.3837,47.03048,253.4996,68.04434,343.3689,22.01355,67.35283,1849.679,25943.81,132.1195,297.6451,88.37014,82.8196,106179.9,3648.974,7483.59,1023.662,827.7269,148.1553,16581.81,1484.843,8617.754,983.1223,560.2849,117.6744,4230.815,642.6724,422.0276,106.9484,40.08834,1028.467,223.3654,345.8935,103.0674,48.10923,175.7392,2.791414,156
1125,44843.7645,1125.0004,1126,4592.299,667.1,833.874,1617.097,34387.68,3969.719,5227.676,28588440,1462446,16474.91,68378.3,37082440,21094.46,658.0586,112721.9,27836.71,6949.284,572089.2,5352.751,15351.22,1082.184,145.1694,212.1739,3421618,814.3177,479.5616,3764.737,16954.26,5182.553,2690.007,16342.41,465.3953,127412.7,1084.056,1563431,23668.21,1196.633,138.8729,551.23,1951.458,2906.371,1467.743,9540.514,629.9648,1900.34,257.8863,21828.75,11160.8,1829.719,431.9433,1871.875,128.4185,816.6705,652.9138,124.0906,205.5976,349.3257,732.551,114.001,3633.93,224.6984,83.98347,159.2585,383.5495,2469.019,184.462,4386.388,203.0446,234.0718,171.1141,48.92427,49.45554,177.7652,89.37165,81.68291,14.98618,76.36764,139.1313,145.4474,50.01096,48302.02,491.1974,26.01679,55.33284,34.02201,298.1329,60.03555,77.4335,94.06145,87.05694,98.06406,212.2023,57.03693,261.5269,90.2152,378.4459,22.01425,85.76685,1937.463,26643.58,167.7588,302.6966,74.29835,84.32049,107030.7,3519.747,7661.362,1093.502,857.7866,143.1227,16775.93,1536.361,8754.742,1004.246,571.3767,107.0736,4687.605,702.9169,504.6082,111.9674,37.02396,1118.311,265.4962,421.2729,96.97739,46.02975,175.7152,2.791795,156
1126,44843.7645,1126.0004,1127,3922.046,1079.315,1000.652,1292.668,31001.99,4460.357,3316.426,28913210,1473238,18603.49,68505.25,34366860,21059.92,718.5981,102106.2,26785.05,6659.453,563992.1,4921.457,15450.5,1163.064,129.476,300.7537,3189932,871.382,454.5638,3886.607,17264.18,4947.462,2199.218,16011.56,443.2946,124100.7,781.7611,1531649,23099.38,1125.196,134.3737,573.6363,1969.863,3120.461,1507.44,10009.81,685.6262,1746.066,285.0838,21344.43,10809.39,1831.417,393.2398,1922.32,123.4506,836.5211,717.3298,118.5756,260.1785,385.3294,770.9044,108.4739,3522.609,256.8715,76.39516,125.3761,414.5993,2405.511,198.9865,4348.648,271.1928,246.8221,184.3352,35.50003,57.29757,243.0512,73.35136,87.70617,22.64903,64.76627,146.238,111.6629,64.41609,47384.52,478.7037,18.01162,60.03897,37.02404,268.6617,55.20432,98.07539,101.6833,94.9722,115.0902,248.4888,59.0384,267.6443,85.05553,381.5398,34.02137,63.38424,1929.62,26393.01,127.2136,318.2166,69.60773,101.066,107250.1,3605.805,7778.747,1114.087,849.4846,152.579,16867.15,1499.808,8957.183,1041.62,602.8619,112.0732,5269.513,743.7332,527.0393,124.2952,42.02708,1274.163,274.5606,431.8249,91.32521,61.03957,175.7872,2.790651,156
1127,44843.7645,1127.0004,1128,3534.12,555.6989,1000.649,1000.651,34249.45,3563.544,3965.781,28509910,1471349,17130.77,73297.48,35963960,21604.4,830.3732,100488.5,25957.02,7083.812,561388.7,4993.631,15536.73,954.1191,159.5653,141.3802,3333035,875.6329,646.2941,3974.785,17406.72,5164.374,2345.423,16362.24,387.3917,124458.6,867.6594,1534428,23832.61,1155.043,85.42878,516.1257,1858.788,3209.407,1608.06,9313.262,589.4974,1665.49,322.8827,21545.33,10964.91,1845.673,442.9676,1909.828,153.4308,731.4687,623.1526,125.7068,252.9338,351.5228,808.7966,99.45583,3643.101,251.9425,96.43933,126.5517,370.9217,2355.426,217.905,4521.211,240.9226,213.007,182.3893,39.41341,54.57294,211.9592,76.61127,71.09282,20.98061,94.0499,168.0578,124.351,68.97398,47495.43,533.7328,19.01225,59.03832,43.0279,278.6196,66.04311,98.17705,109.0309,104.7951,105.3962,192.9444,61.03972,247.3064,82.04654,364.1496,38.02458,61.89954,1874.714,26476.62,137.1262,330.8326,92.21641,78.41047,108139.8,3516.607,7968.966,1111.109,856.5126,181.6085,17194.43,1531.86,8991.929,1040.185,613.6177,103.0674,5386.064,761.8511,532.0406,117.0764,40.16314,1275.569,291.6006,443.4673,122.2085,72.04668,175.8353,2.789888,156
