,AbsTime,RelTime,Cycle,m15.030 (B_m15.030) (Corr),m15.993 (B_m15.993) (Corr),m17.030 (B_m17.030) (Corr),m18.016 (B_m18.016) (Corr),m18.910 (B_m18.910) (Corr),m18.965 (B_m18.965) (Corr),m19.036 (B_m19.036) (Corr),m19.474 (B_m19.474) (Corr),m19.666 (B_m19.666) (Corr),m19.937 (B_m19.937) (Corr),m19.985 (B_m19.985) (Corr),m21.029 (B_m21.029) (Corr),m26.018 (B_m26.018) (Corr),m27.025 (B_m27.025) (Corr),m28.005 (B_m28.005) (Corr),m29.015 (B_m29.015) (Corr),m30.012 (B_m30.012) (Corr),m30.648 (B_m30.648) (Corr),m30.694 (B_m30.694) (Corr),m30.733 (B_m30.733) (Corr),m30.995 (B_m30.995) (Corr),m31.555 (B_m31.555) (Corr),m31.701 (B_m31.701) (Corr),m31.894 (B_m31.894) (Corr),m32.027 (B_m32.027) (Corr),m33.154 (B_m33.154) (Corr),m33.200 (B_m33.200) (Corr),m33.253 (B_m33.253) (Corr),m33.298 (B_m33.298) (Corr),m33.336 (B_m33.336) (Corr),m33.992 (B_m33.992) (Corr),m36.012 (B_m36.012) (Corr),m37.029 (B_m37.029) (Corr),m37.189 (B_m37.189) (Corr),m38.027 (B_m38.027) (Corr),m39.020 (B_m39.020) (Corr),m40.022 (B_m40.022) (Corr),m41.033 (B_m41.033) (Corr),m42.005 (B_m42.005) (Corr),m43.012 (B_m43.012) (Corr),m43.997 (B_m43.997) (Corr),m45.021 (B_m45.021) (Corr),m45.987 (B_m45.987) (Corr),m46.991 (B_m46.991) (Corr),m48.001 (B_m48.001) (Corr),m49.004 (B_m49.004) (Corr),m50.003 (B_m50.003) (Corr),m51.021 (B_m51.021) (Corr),m51.938 (B_m51.938) (Corr),m52.030 (B_m52.030) (Corr),m53.020 (B_m53.020) (Corr),m54.031 (B_m54.031) (Corr),m55.043 (B_m55.043) (Corr),m55.934 (B_m55.934) (Corr),m56.060 (B_m56.060) (Corr),m57.064 (B_m57.064) (Corr),m57.937 (B_m57.937) (Corr),m58.043 (B_m58.043) (Corr),m59.050 (B_m59.050) (Corr),m60.019 (B_m60.019) (Corr),m61.030 (B_m61.030) (Corr),m62.023 (B_m62.023) (Corr),m63.023 (B_m63.023) (Corr),m64.026 (B_m64.026) (Corr),m65.036 (B_m65.036) (Corr),m66.045 (B_m66.045) (Corr),m67.055 (B_m67.055) (Corr),m68.052 (B_m68.052) (Corr),m69.065 (B_m69.065) (Corr),m70.075 (B_m70.075) (Corr),m71.072 (B_m71.072) (Corr),m72.054 (B_m72.054) (Corr),m73.038 (B_m73.038) (Corr),m73.960 (B_m73.960) (Corr),m74.036 (B_m74.036) (Corr),m75.036 (B_m75.036) (Corr),m75.947 (B_m75.947) (Corr),m76.029 (B_m76.029) (Corr),m77.035 (B_m77.035) (Corr),m77.968 (B_m77.968) (Corr),m78.036 (B_m78.036) (Corr),m79.018 (B_m79.018) (Corr),m80.029 (B_m80.029) (Corr),m81.050 (B_m81.050) (Corr),m82.064 (B_m82.064) (Corr),m83.081 (B_m83.081) (Corr),m83.940 (B_m83.940) (Corr),m84.075 (B_m84.075) (Corr),m85.077 (B_m85.077) (Corr),m85.949 (B_m85.949) (Corr),m87.043 (B_m87.043) (Corr),m87.933 (B_m87.933) (Corr),m89.058 (B_m89.058) (Corr),m89.953 (B_m89.953) (Corr),m90.031 (B_m90.031) (Corr),m91.040 (B_m91.040) (Corr),m92.038 (B_m92.038) (Corr),m93.044 (B_m93.044) (Corr),m94.042 (B_m94.042) (Corr),m95.050 (B_m95.050) (Corr),m96.061 (B_m96.061) (Corr),m96.999 (B_m96.999) (Corr),m98.035 (B_m98.035) (Corr),m99.035 (B_m99.035) (Corr),m100.935 (B_m100.935) (Corr),m101.941 (B_m101.941) (Corr),m102.937 (B_m102.937) (Corr),m103.063 (B_m103.063) (Corr),m103.941 (B_m103.941) (Corr),m105.040 (B_m105.040) (Corr),m105.930 (B_m105.930) (Corr),m107.012 (B_m107.012) (Corr),m108.033 (B_m108.033) (Corr),m109.033 (B_m109.033) (Corr),m112.010 (B_m112.010) (Corr),m117.084 (B_m117.084) (Corr),m117.930 (B_m117.930) (Corr),m118.937 (B_m118.937) (Corr),m119.941 (B_m119.941) (Corr),m123.937 (B_m123.937) (Corr),m126.893 (B_m126.893) (Corr),m127.029 (B_m127.029) (Corr),m143.896 (B_m143.896) (Corr),m147.055 (B_m147.055) (Corr),m149.041 (B_m149.041) (Corr),m151.022 (B_m151.022) (Corr),m152.984 (B_m152.984) (Corr),m178.914 (B_m178.914) (Corr),m179.885 (B_m179.885) (Corr),m190.916 (B_m190.916) (Corr),m202.934 (B_m202.934) (Corr),m203.947 (B_m203.947) (Corr),m204.937 (B_m204.937) (Corr),m206.992 (B_m206.992) (Corr),m209.014 (B_m209.014) (Corr),m216.913 (B_m216.913) (Corr),m217.912 (B_m217.912) (Corr),m218.913 (B_m218.913) (Corr),m220.919 (B_m220.919) (Corr),m221.923 (B_m221.923) (Corr),m223.052 (B_m223.052) (Corr),m224.057 (B_m224.057) (Corr),m225.028 (B_m225.028) (Corr),m227.008 (B_m227.008) (Corr),m228.983 (B_m228.983) (Corr),m230.918 (B_m230.918) (Corr),m234.915 (B_m234.915) (Corr),m266.983 (B_m266.983) (Corr),m267.990 (B_m267.990) (Corr),m268.965 (B_m268.965) (Corr),m281.037 (B_m281.037) (Corr),m282.041 (B_m282.041) (Corr),m283.012 (B_m283.012) (Corr),m284.009 (B_m284.009) (Corr),m284.998 (B_m284.998) (Corr),m286.966 (B_m286.966) (Corr),m299.024 (B_m299.024) (Corr),m329.411 (B_m329.411) (Corr),m329.839 (B_m329.839) (Corr),m330.867 (B_m330.867) (Corr),m332.090 (B_m332.090) (Corr),m340.998 (B_m340.998) (Corr),m342.005 (B_m342.005) (Corr),m342.987 (B_m342.987) (Corr),m355.107 (B_m355.107) (Corr),m356.124 (B_m356.124) (Corr),m357.092 (B_m357.092) (Corr),m358.062 (B_m358.062) (Corr),m359.027 (B_m359.027) (Corr),m360.004 (B_m360.004) (Corr),m360.989 (B_m360.989) (Corr),m371.068 (B_m371.068) (Corr),m372.067 (B_m372.067) (Corr),m373.051 (B_m373.051) (Corr),m374.042 (B_m374.042) (Corr),m375.034 (B_m375.034) (Corr),m376.022 (B_m376.022) (Corr),m377.016 (B_m377.016) (Corr),m429.096 (B_m429.096) (Corr),m430.073 (B_m430.073) (Corr),m431.063 (B_m431.063) (Corr),m432.049 (B_m432.049) (Corr),m433.035 (B_m433.035) (Corr),m434.017 (B_m434.017) (Corr),m445.061 (B_m445.061) (Corr),m446.056 (B_m446.056) (Corr),m447.034 (B_m447.034) (Corr),m448.031 (B_m448.031) (Corr),m449.030 (B_m449.030) (Corr),E/N_Act [Td],p-Drift_Act [mbar],group_id
47,44842.0547,47.0,48.0,1250.813,30888.27,1584.365,38283.27,2312.714,1413.513,30142860.0,4260.041,5140.624,1084.035,1420.846,28899.59,317.1984,277.9815,7349.563,23802.56,4033657.0,557.1255,285.3511,231.7948,8958.083,217.1253,882.7297,540.4623,4051034.0,5439.5740000000005,5937.339,5282.098000000001,4489.687,3901.6409999999996,15478580.0,232.7035,392479.6,481.9099,333.1041,2061.192,90.51484,489.5714,673.7664,3433.263,5465.814,965.201,26707.45,380.2117,126.2329,37.15311,2024.599,840.1382,93.51655,1494.1429999999998,793.1824,90.78715,551.8997,186.0909,138.9693,221.8446,49.31386,90.16953000000001,374.8431,629.3686,524.4155,80.4071,604.5155,78.85598,79.91937,176.5116,133.1989,126.8871,176.4591,67.15379,108.0675,40.80888,379.549,180.5787,452.2136,386.6597,164.5936,442.0296,378.8082,96.72775,124.5924,212.8073,188.0158,292.41,83.97219,56.920880000000004,19.36886,28.14065,54.211569999999995,30.02303,76.57608,55.196819999999995,69.75046999999999,184.1858,209.3582,267.3224,136.2787,101.9934,9349.958,1511.1970000000001,85.96358000000001,62.26274,107.0578,48.25728,48.30934,104.3476,31.456640000000004,38.16491,65.62859,73.55846,389.4766,38.35281,464.5789,109.3326,52.10139,23.9721,13.144810000000001,38.16675,89.41512,75.21513,53.838390000000004,125.5801,105.6378,9.414683,24.42211,30.85603,21.6018,26.215120000000002,12.92344,32.020790000000005,1366.8670000000002,10535.55,190.7926,48.0312,20.01294,37.665009999999995,53.0345,28.018159999999998,1117.81,41.02308,25.0162,10.319139999999999,32.07991,25.01613,42.02728,47.98433,26.93934,16.0103,7.004507,5.0032190000000005,113.0916,48.03117,36.50805,7.004507,13.00837,12.00774,39.025290000000005,435.4301,291686.4,89.05939000000001,8915.777,20.012929999999997,12.00773,12.00773,30.01943,19.01225,28.018109999999997,12.00773,20.01296,13.571229999999998,18.01166,7.004523,9.005811,8.005151,6.003863,11.00708,3.001288,6.003863,194.2521,63.04091,58.30336,24.01549,12.0071,2.000644,2.000644,8.005151,25.01612,10.00644,6.00322,176.125,2.787599,                      Jar_BLK_76
48,44842.0548,48.0,49.0,1213.911,33359.57,1491.536,37617.78,1510.75,1293.81,31687410.0,5726.108,5411.21,1688.441,1389.244,35005.16,436.601,530.7086,7428.3769999999995,28286.98,4051200.0,346.8881,397.9887,414.8921,9147.431,182.8499,1087.0710000000001,653.006,3880248.0,5391.552,5869.081,5668.229,4709.862,3514.025,14945660.0,317.7859,494880.0,483.6105,528.7089,2290.5429999999997,158.4014,433.1597,765.7892,3509.849,5125.014,1224.572,27068.54,394.3726,132.1085,17.12526,1843.4189999999999,718.3443,114.815,1172.085,613.139,136.7421,590.269,134.5972,211.6557,289.9276,24.65686,42.97132,474.6101,787.3048,740.8724,74.7159,601.8379,64.51633000000001,97.37751999999999,140.8787,114.9477,118.0838,221.196,81.43149,88.1097,33.92904,465.1432,235.0872,665.827,499.1202,193.7291,348.4107,429.4638,112.1755,154.7638,221.6898,182.6784,307.7002,110.5172,58.06932,21.13748,36.20102,82.93785,70.01501999999999,103.6031,24.99364,85.16483000000001,155.5094,201.4828,240.1056,150.342,90.63503,9054.5,1660.9089999999999,124.6031,64.09634,172.8895,49.52563,37.601079999999996,127.3335,31.456609999999998,37.42176,44.90374,81.8519,388.5097,48.35198,472.3759,121.4153,58.41669,14.619710000000001,23.77093,45.15987,74.29523,88.83543,81.99093,117.6684,104.4372,15.298860000000001,43.02557,28.7409,19.32788,30.57912,19.49708,34.02199,1208.3980000000001,10764.87,205.3651,46.02987,16.01033,32.06758,46.02983,20.01291,993.7043,47.03054,40.53411,16.01032,35.793009999999995,29.018790000000003,25.0162,39.02523,27.01744,15.298910000000001,14.00903,12.00774,110.0831,23.014860000000002,49.03176,18.87935,13.008389999999999,20.012929999999997,37.852709999999995,468.5616,286859.0,118.115,6547.933000000001,29.018720000000002,16.01035,7.004507,1742.269,296.0513,216.4839,43.024359999999994,29.01874,18.01161,13.008389999999999,24.0155,15.00966,76.68271999999999,21.40447,18.011589999999998,9.857905,13.0084,164.2063,60.03901,58.03431,19.01227,4.744597,5.002576,5.0032190000000005,2.000644,8.005151,10.00644,5.002576,176.1491,2.7872169999999996,                      Jar_BLK_76
49,44842.0548,49.0,50.0,917.2624,31565.89,1855.861,36266.23,1982.0829999999999,2585.032,30482460.0,8247.173,5228.89,1779.8020000000001,2181.427,34858.91,155.0144,356.0142,7546.83,28578.09,4030161.0,380.5475,311.3683,392.2306,9569.931999999999,113.4623,906.0382,657.8876,3893697.0,5910.297,5629.0419999999995,5530.993,4275.247,3552.66,14451070.0,272.0992,545128.7,309.6826,541.3,2054.176,220.189,506.887,955.2182,3586.014,4839.191,1200.519,26492.91,311.0428,295.982,21.23035,1775.3729999999998,746.5785,125.8993,1256.913,673.4423,108.174,533.5891,147.8088,121.5221,377.0135,32.87572,40.986059999999995,434.8794,649.8902,853.1758,97.13045,411.6194,35.843540000000004,101.8931,141.2824,121.7093,100.2281,236.1293,72.0317,99.57874,43.182520000000004,524.4606,228.0829,715.8956,466.2953,144.3149,366.4761,410.9561,73.51105,146.0957,183.8364,197.4471,326.9207,121.5162,69.17771,29.053359999999998,35.33379,53.695969999999996,57.736869999999996,117.5389,32.51423,98.48934,152.4189,203.0529,266.0219,107.8021,114.7426,8910.402,1576.984,120.9765,81.06334,176.6069,46.43023,30.438990000000004,110.4209,49.34212,45.60136,86.35379,88.67268,389.0237,38.35287,396.7559,154.3931,75.7842,34.495090000000005,14.856860000000001,32.31705,98.43481,78.00495,57.38873,82.51191,102.0272,13.533610000000001,39.54068,20.69339,13.80309,39.149359999999994,14.065479999999999,41.07347,1208.488,11251.11,197.188,31.520429999999998,21.01361,33.02145,47.03053,31.778409999999997,978.5591,36.07032,51.13473,15.009689999999999,35.15555,21.01355,44.02848,37.023990000000005,26.01681,26.71252,5.003236,18.01162,96.0628,38.02462,62.04025,19.01227,18.01098,30.0194,26.016820000000003,436.6116,291086.9,102.0826,6383.465999999999,32.02069,15.00971,12.00773,5777.8240000000005,696.8003,551.5948,98.06392,54.0349,24.01547,18.010939999999998,35.02267,22.48325,236.3082,56.685159999999996,38.73603,8.004507,10.00644,182.5361,56.036390000000004,50.03242,23.01489,14.4696,10.00644,8.005167,7.003863000000001,13.00774,6.448819,6.003863,176.0768,2.788362,                      Jar_BLK_76
50,44842.0548,50.0,51.0,750.4843,30109.8,2183.2329999999997,36451.36,1890.8870000000002,1664.005,31338660.0,6124.585,5792.687,1625.4170000000001,2085.9829999999997,37031.65,292.8595,418.9819,7284.643,28301.82,4039500.0,408.4206,259.5439,392.8083,8585.638,90.95679,845.6996,560.6011,3881957.0,5297.512,5539.630999999999,5492.064,4518.894,3572.841,14425790.0,321.8972,569152.8,337.3215,562.0567,2226.687,242.8181,499.5223,1019.1,3401.586,4790.144,1149.368,26533.34,437.5463,255.2543,15.92285,1784.638,672.2412,125.8991,1121.493,636.7681,91.16119,631.6055,189.6578,186.7193,351.3319,57.532790000000006,84.35771,431.7415,680.0595,889.6702,67.24410999999999,534.4642,53.76529,112.4337,158.5119,128.7481,122.7897,247.6102,73.19949,73.62297,33.92904,446.3205,277.3439,829.6472,463.6912,156.1302,346.9218,375.0843,99.8408,146.5372,171.2205,217.1266,282.9612,113.2739,57.017430000000004,36.31664,41.02782,60.435480000000005,55.427330000000005,105.8552,22.58742,113.9038,162.8651,175.3862,285.6679,124.0741,107.8682,9046.965,1677.7420000000002,138.2145,79.17801999999999,167.8449,36.685559999999995,34.02006,129.1086,38.446940000000005,50.3321,75.99101999999999,88.67256,415.6288,51.69293,428.8204,161.5445,40.80283,35.95818,20.79959,27.94983,80.12253,119.9125,61.34364,109.1913,85.39144,8.651579,46.02789,19.46292,22.7654,39.32264,10.980789999999999,28.018079999999998,1182.517,11479.15,208.2645,54.035180000000004,17.01101,27.619429999999998,52.03391,29.018790000000003,986.5123,36.023309999999995,38.0246,13.008389999999999,43.02454,25.28973,45.20114,43.0279,27.01755,16.01032,15.009670000000002,17.283929999999998,118.0986,34.874140000000004,66.95756999999999,16.01033,12.00708,28.018079999999998,18.76991,457.3506,289688.2,126.1384,6124.293000000001,39.02532,28.01806,15.00966,5902.803000000001,758.3034,534.9324,87.82299,46.02977,21.01352,18.01166,45.02915,17.3237,226.3824,61.03949,37.02397,14.00905,4.002575,172.6925,52.03376,39.775729999999996,15.00966,17.01101,5.0032190000000005,10.00644,5.0032190000000005,9.005794999999999,9.005794999999999,4.4638089999999995,175.9324,2.790651,                      Jar_BLK_76
51,44842.0548,51.0,52.0,1000.6489999999999,30410.78,2751.798,42072.33,2446.423,2084.702,30820840.0,7126.888000000001,5534.596,1500.973,2300.981,38980.55,304.0571,336.236,6808.603,27822.51,4069906.0,376.2735,309.8344,358.313,9062.074,109.0548,967.4249,628.3795,3901151.0,5264.4890000000005,5635.715,5373.92,4258.99,3539.363,14173420.0,369.2895,587422.2,339.1532,516.2843,2409.984,139.8539,374.371,878.2847,4026.594,4937.667,1044.099,26079.44,400.4362,211.6009,37.15311,1681.433,595.2559,107.1922,1191.633,762.881,100.2777,551.33,147.1263,190.6534,340.3517,40.08344,61.47919,402.8108,805.2735,813.5563,85.92302,590.8959,53.772290000000005,74.70424,161.2785,152.1364,165.9323,281.8936,51.16465,149.3073,45.65842,550.344,240.3002,794.4158,476.3584,213.6349,355.2498,396.1725,93.84595999999999,146.0313,229.5975,176.2579,316.6258,118.4525,56.82443000000001,20.99558,36.44621,58.9256,50.80835,110.6588,50.7809,127.1442,142.0128,177.392,263.235,120.0065,109.4777,9028.546,1765.236,112.7082,105.836,143.3253,67.3227,31.2363,101.8188,52.42772,43.62471,113.1641,93.78249,435.1354,52.083890000000004,435.7487,169.6137,56.83789,36.70733,11.885489999999999,28.67385,88.65831999999999,77.17090999999999,68.98756999999999,91.03168000000001,88.23265,6.913908,37.214729999999996,36.78844,16.53885,43.35576,10.04675,34.02207,1113.67,11884.43,216.2029,35.28848,20.1926,44.02855,49.0319,29.01875,909.5492,42.57439,39.02534,14.00903,31.85662,36.02335,38.02463,38.548390000000005,38.02394,22.01428,15.00966,24.0155,100.7734,37.023959999999995,72.92259,16.01032,25.01611,28.01806,27.01745,469.4741,286049.8,119.1122,6363.8769999999995,32.73212,18.01162,9.005794999999999,6075.535,730.6718,536.1659,97.06361,57.0369,22.014210000000002,16.91714,47.66366,25.0161,224.37,52.03376,49.03178,20.01288,13.05531,159.0052,60.75816999999999,45.029109999999996,16.01032,13.00774,7.0038800000000005,9.005811999999999,12.00773,15.00966,8.005167,9.005794999999999,175.8603,2.791795,                      Jar_BLK_76
52,44842.0548,52.0,53.0,1588.9229999999998,27626.69,1467.424,38748.36,2408.804,2743.9970000000003,30608770.0,7170.7919999999995,5800.977,2760.259,3053.2659999999996,38559.91,339.8569,479.2448,7694.365,27479.14,4009030.0,435.4974,258.3811,405.2466,9085.122,283.9529,903.2281,532.0671,3899978.0,5793.198,4943.173,4691.644,4106.643,3544.297,14190260.0,307.1679,600479.1,318.9004,497.6748,2512.074,167.064,459.2204,1081.532,3858.6440000000002,5163.396,1312.319,26302.29,369.4036,229.1415,37.15311,1691.297,733.6367,94.38651,1074.5,610.3651,91.16119,592.8319,129.815,194.0988,319.4546,57.53265,87.59170999999999,394.8437,768.2177,857.9583,67.24406,445.3166,57.34964,70.27087,162.6312,150.0114,146.0209,215.0012,49.86544,149.1112,25.27815,521.7569,262.223,879.2901,490.9761,167.8681,398.6284,425.6944,58.36244,96.47849000000001,236.8859,205.6904,332.0365,86.51195,73.04771,21.79008,36.20098,71.26314,53.11796999999999,109.2867,38.12019,96.58686,135.0054,184.1915,264.2867,104.2588,158.7557,9481.05,1679.325,131.8116,79.09703,154.4712,44.45997,28.648490000000002,137.3232,40.19455,46.76712,55.25988,78.55442,399.4148,36.4313,413.6884,141.2278,58.41676999999999,29.96514,13.37115,47.07336,99.06071,81.38156,55.530480000000004,91.86891,101.9199,15.298879999999999,36.628820000000005,22.99271,21.60181,31.256459999999997,11.05144,37.102140000000006,1159.839,12113.75,195.7285,42.74651,22.01422,37.49301,50.032509999999995,27.67414,973.2269,41.0266,51.03307,11.00708,34.02198,24.01558,43.19995,34.022059999999996,42.02718,21.01354,7.004507,22.95232,100.0691,31.02003,66.04285,19.01225,18.01161,35.02272,26.01326,460.556,286649.0,115.1796,6687.161,33.85004,13.915220000000001,11.945219999999999,5897.061,740.6903,559.3785,118.0847,64.04146,24.25003,17.011,36.02328,24.015520000000002,228.0792,70.04549,39.02547,14.00903,7.004507,152.1757,48.03105,43.0278,24.015520000000002,6.002576,6.003863,8.005167,6.003863,11.0071,11.00708,7.004507,175.7646,2.7940840000000002,                      Jar_BLK_76
53,44842.0548,53.0,54.0,755.5331,31312.54,2481.606,41746.74,1873.287,2305.866,31434740.0,8481.246,5911.7519999999995,2355.54,1463.348,39259.77,367.4251,331.4848,7300.026999999999,28439.77,3963086.0,413.3053,354.3094,338.7339,8261.71,138.7749,876.8708,675.2939,3868835.0,5641.646,5375.578,4592.787,4587.413,3448.623,13926030.0,269.9364,602010.9,388.6562,624.0227,2609.6079999999997,188.5733,354.7367,901.4991,3862.51,4616.538,1023.534,27027.17,374.1611,203.0714,68.9987,1789.9370000000001,673.4005,82.31855,1291.2939999999999,718.9732,128.2402,654.8859,181.7632,155.2785,375.5121,49.31365,73.12646,460.5958,672.1258,926.0967,72.89872,530.2678,50.18112,101.1312,154.7565,183.007,159.295,221.516,70.35146,175.7721,25.06725,570.9687,247.8659,845.1045,428.8541,168.3266,342.9512,456.9764,85.34980999999999,140.6261,203.5254,221.2946,355.7449,154.999,58.754490000000004,36.31664,38.23748,49.49746,65.018,121.5331,28.70219,105.5943,130.6342,167.0376,298.2838,140.3469,114.3991,9241.433,1841.8970000000002,121.4689,86.71921,152.2706,56.862790000000004,42.972770000000004,127.3334,46.48856,54.99438000000001,62.174369999999996,87.87331,397.0198,37.20644,458.7617,190.8403,55.25355,32.9618,21.3567,39.71826,91.77674,90.30415,66.58559,69.2681,104.5965,12.945210000000001,53.92334,28.740920000000003,20.46482,35.281620000000004,11.05143,17.01099,1272.15,12728.84,216.8613,36.023309999999995,21.67803,31.020059999999997,52.033809999999995,29.75357,991.4395,41.02662,34.02202,12.00773,46.02983,35.02199,31.020129999999998,39.49431,28.018159999999998,23.01489,9.005811,21.123,116.0875,38.02465,55.03513,33.01788,26.01691,29.0188,32.63049,410.8893,294500.7,92.06371,7225.82,41.02657,15.00905,17.01099,5642.353,725.3244,502.9242,105.0723,68.71645,25.01621,10.00644,49.031729999999996,19.01227,214.5983,53.034290000000006,32.0207,15.48654,7.004523,150.1495,54.035,39.02519,18.01161,13.008389999999999,5.00322,7.003863000000001,4.002575,13.00773,13.00837,6.003863,175.8846,2.792177,                      Jar_BLK_76
54,44842.0548,54.0,55.0,1250.812,29977.09,2418.2529999999997,41739.33,2331.4410000000003,1614.658,30994380.0,6870.179,6586.969,1667.7479999999998,1584.36,34903.64,545.2748,446.9506,7244.3009999999995,28141.06,3976288.0,352.9418,305.8165,217.3006,9448.968,113.4623,991.2666,712.3983,3910096.0,5497.696999999999,5588.601,5455.925,3902.4840000000004,3547.458,14162420.0,379.0525,587561.6,370.9727,605.0301,2220.735,224.5798,546.9687,956.8704,3548.3259999999996,4533.210999999999,1275.5739999999998,26690.87,313.9417,226.9336,31.845609999999997,1875.965,712.4108,97.94293,1394.279,573.5184,127.2521,613.3073,206.14,189.7859,339.7577,41.01446,69.67627,414.1135,680.3592,939.8969,56.036809999999996,503.0515,82.51051,125.1429,199.1248,130.1879,179.6346,248.0059,79.92009,147.357,33.92909,572.8328,205.2789,775.0837,490.2062,169.0323,339.317,477.8747,77.14451,133.5192,218.7528,241.1199,314.3003,124.0065,61.6789,41.55612,24.13403,81.29926,55.42756,121.621,28.70219,107.354,155.2406,205.2872,274.1944,108.4697,96.01781,9392.372,1685.092,143.2744,81.97639000000001,202.1484,47.69135,34.020179999999996,117.2752,36.699329999999996,47.86452,113.9872,64.79905,403.9509,49.95375,447.1046,163.4051,53.45208,32.96167,16.3077,38.24722,85.43168,97.46253,71.05888,84.26585,82.33363,11.76835,52.5015,29.89048,25.67432,38.31434,12.0561,38.02412,1205.863,12091.8,206.1137,34.2252,17.01096,31.02001,38.02465,28.018140000000002,961.3355,35.02282,33.02142,16.91716,33.02143,29.01877,41.30798,45.029270000000004,36.02267,25.0161,12.00773,29.01875,112.9172,24.922420000000002,61.039640000000006,25.09435,24.0155,34.022040000000004,36.02329,471.8309,285452.1,101.073,6899.769,30.58225,14.00905,10.00647,5570.354,712.6749,565.1166,104.068,77.05011999999999,18.01161,12.00773,45.85783,19.01227,228.4019,55.03566,27.0644,11.0071,8.004507,122.1016,40.02597,34.97572,14.00901,6.003863,7.004507,8.005151,12.00774,10.00649,8.005151,10.00645,175.9327,2.791414,                      Jar_BLK_76
55,44842.0548,55.0,56.0,1250.809,30814.68,1955.3770000000002,40141.9,1398.6970000000001,1584.366,32247990.0,5989.714,6022.633000000001,2001.3039999999999,1606.674,39552.48,482.4637,478.8601,7006.278,27865.05,3997572.0,365.7357,311.3688,229.3704,9234.536,140.3014,1139.462,370.8091,3995910.0,5753.791,5380.004,4863.514,4177.685,3458.29,14198740.0,357.8229,584975.7,365.6836,507.9894,2414.653,191.1988,511.1974,1110.248,3740.177,4920.925,1237.32,27493.88,396.8611,190.0151,25.3769,1726.57,761.0897,96.84538,1197.018,752.0242,68.37099,663.7211,203.6219,211.3523,320.4381,49.313790000000004,57.38052,372.3653,670.1508,886.6096,70.97995999999999,464.6871,76.83961,87.83870999999999,126.6774,155.2416,133.3678,237.4082,79.94485999999999,97.34642,27.76018,554.9206,225.7395,792.9804,471.0824,149.2246,325.1683,425.2561,88.19595,144.287,145.9904,237.3854,354.9421,114.4204,56.82444,43.58017,30.21462,56.52251,48.49901,139.6394,28.70223,96.97442,159.7481,203.9907,314.3113,124.0741,99.99339,8914.901,1657.943,149.3926,105.203,151.1312,40.948879999999996,36.57992,106.1163,40.15354,43.624759999999995,91.53504000000001,90.37805999999999,419.924,56.995169999999995,448.679,173.8796,30.32463,28.46691,17.82244,23.69185,86.29653,93.60937,61.63248000000001,83.25831,87.80098000000001,14.122020000000001,44.85131,26.441609999999997,22.72535,35.28955,15.0695,33.83435,1151.624,11569.97,196.3194,35.02265,16.01032,24.015520000000002,36.022690000000004,20.01298,856.766,44.26319,33.02133,16.4325,42.02016,28.721690000000002,41.0266,37.14912,35.02267,27.517770000000002,16.01032,11.00708,104.4939,51.03308,64.0416,21.01355,19.012320000000003,36.02328,20.01288,436.4888,291574.4,88.05364,6250.791,31.01646,17.01099,21.01359,5443.863,694.8821,548.1785,83.05407,51.0331,24.48455,12.52368,49.03178,21.01354,213.3515,85.4776,43.52812,10.00644,13.008389999999999,88.05731,43.02782,26.016779999999997,12.00774,11.00708,11.00712,9.005151,5.002576,13.00774,15.009720000000002,7.004523,175.9567,2.791032,                      Jar_BLK_76
