group_id,,AbsTime,RelTime,Cycle,m15.881 (B_m15.881) (Corr),m16.214 (B_m16.214) (Corr),m17.016 (B_m17.016) (Corr),m17.055 (B_m17.055) (Corr),m17.554 (B_m17.554) (Corr),m18.062 (B_m18.062) (Corr),m18.632 (B_m18.632) (Corr),m18.723 (B_m18.723) (Corr),m18.781 (B_m18.781) (Corr),m18.970 (B_m18.970) (Corr),m19.474 (B_m19.474) (Corr),m19.540 (B_m19.540) (Corr),m19.943 (B_m19.943) (Corr),m20.050 (B_m20.050) (Corr),m20.820 (B_m20.820) (Corr),m21.049 (B_m21.049) (Corr),m22.916 (B_m22.916) (Corr),m25.355 (B_m25.355) (Corr),m28.034 (B_m28.034) (Corr),m28.765 (B_m28.765) (Corr),m28.793 (B_m28.793) (Corr),m28.859 (B_m28.859) (Corr),m29.028 (B_m29.028) (Corr),m29.746 (B_m29.746) (Corr),m30.017 (B_m30.017) (Corr),m31.721 (B_m31.721) (Corr),m31.772 (B_m31.772) (Corr),m31.998 (B_m31.998) (Corr),m33.037 (B_m33.037) (Corr),m33.886 (B_m33.886) (Corr),m33.999 (B_m33.999) (Corr),m35.387 (B_m35.387) (Corr),m36.737 (B_m36.737) (Corr),m36.797 (B_m36.797) (Corr),m37.058 (B_m37.058) (Corr),m37.290 (B_m37.290) (Corr),m37.626 (B_m37.626) (Corr),m37.777 (B_m37.777) (Corr),m38.042 (B_m38.042) (Corr),m38.476 (B_m38.476) (Corr),m39.038 (B_m39.038) (Corr),m41.053 (B_m41.053) (Corr),m43.045 (B_m43.045) (Corr),m44.025 (B_m44.025) (Corr),m45.024 (B_m45.024) (Corr),m46.016 (B_m46.016) (Corr),m47.040 (B_m47.040) (Corr),m50.011 (B_m50.011) (Corr),m51.019 (B_m51.019) (Corr),m53.035 (B_m53.035) (Corr),m55.029 (B_m55.029) (Corr),m57.076 (B_m57.076) (Corr),m59.074 (B_m59.074) (Corr),m61.061 (B_m61.061) (Corr),m63.040 (B_m63.040) (Corr),m69.062 (B_m69.062) (Corr),m72.947 (B_m72.947) (Corr),m73.077 (B_m73.077) (Corr),m75.075 (B_m75.075) (Corr),m76.948 (B_m76.948) (Corr),m78.068 (B_m78.068) (Corr),m81.035 (B_m81.035) (Corr),m83.112 (B_m83.112) (Corr),m88.113 (B_m88.113) (Corr),m89.096 (B_m89.096) (Corr),m91.049 (B_m91.049) (Corr),m93.069 (B_m93.069) (Corr),m94.059 (B_m94.059) (Corr),m95.054 (B_m95.054) (Corr),m96.054 (B_m96.054) (Corr),m203.008 (B_m203.008) (Corr),m203.980 (B_m203.980) (Corr),m205.084 (B_m205.084) (Corr),m205.968 (B_m205.968) (Corr),m218.001 (B_m218.001) (Corr),m328.554 (B_m328.554) (Corr),m329.556 (B_m329.556) (Corr),m329.885 (B_m329.885) (Corr),m330.895 (B_m330.895) (Corr),m332.034 (B_m332.034) (Corr),m332.690 (B_m332.690) (Corr),m355.145 (B_m355.145) (Corr),m356.248 (B_m356.248) (Corr),m357.165 (B_m357.165) (Corr),m358.143 (B_m358.143) (Corr),m358.713 (B_m358.713) (Corr),m359.096 (B_m359.096) (Corr),m371.191 (B_m371.191) (Corr),m372.285 (B_m372.285) (Corr),m373.171 (B_m373.171) (Corr),m374.177 (B_m374.177) (Corr),m375.156 (B_m375.156) (Corr),m429.204 (B_m429.204) (Corr),m431.181 (B_m431.181) (Corr),m445.239 (B_m445.239) (Corr),m445.875 (B_m445.875) (Corr),m447.210 (B_m447.210) (Corr),E/N_Act [Td],p-Drift_Act [mbar]
                      Jar_BLK_1,84,44841.7307,84.0001,85,0,83.38699,1494.463,3268.071,0,48994.99,333.5493,83.38699,500.3233,7175.231,14043.45,43881.45,6394.959,38758.28,250.161,20342730,205.8079,50.10022,264.743,0,0,16.07003,19233.11,14.73739,15546.04,37.32693,59.39685,341956.4,2713.507,0,790.2526,28.98005,53.57836,26.69892,1063812,25.84796,115.3906,143.4415,1148.873,40.68521,2357.181,492.718,846.3793,120.6045,610.6309,158.9099,348.4271,15.41395,19.91563,37.05428,273.1409,234.0016,1226.896,644.2352,28.65503,77.94067,97.10445,196.9638,385.9417,824.0049,179.2656,33.6676,34.56359,15.39384,15.07275,214.7459,191.7844,41.41427,69.78984,9.552368,16.01032,52628.77,891.4201,236.1219,102.8954,6.00388,1170.182,3559.789,61989.54,211.1666,215.4436,2,2.000644,1,1,2.001288,1,2.000644,3.001288,6.00322,1,2.000644,6.00322,4.659248,1,2.000644,4.002575,112.7432,2.802858
                      Jar_BLK_1,85,44841.7307,85.0001,86,0,250.1073,1620.844,4987.978,83.38699,47356.95,166.774,390.0635,407.8145,6876.228,16745.49,48899.23,7485.611,37477.48,166.774,20363700,82.32287,50.11634,140.3913,64.9044,80.89495,30.50795,18653.1,14.73739,16400.94,87.09637,12.3925,333286.2,2872.073,0,697.0005,0,70.49615,62.29747,1131807,0,109.8419,212.1634,1409.12,48.82194,2772.539,663.3923,1310.828,101.5617,644.6412,182.3824,337.1014,35.96597,9.957816,23.44512,334.9256,354.862,1209.234,1236.647,69.48077,81.05698,153.6937,279.4604,554.411,920.5021,161.3933,31.07783,47.25492,13.19479,32.29878,186.8512,217.0038,31.48929,101.9436,11.46284,24.01552,52616.41,939.9856,223.6172,124.2211,5.002575,1221.88,3488.02,61873.63,188.3466,234.6113,1,2.000644,2.000644,1,0,1,5.269015,2.001288,3.001932,6.003863,3.000644,3.001932,0,0,4.000645,3.000644,112.9967,2.801332
                      Jar_BLK_1,86,44841.7307,86.0001,87,0,83.38699,1298.693,4727.465,83.33335,48197.6,166.774,338.271,339.574,9378.881,17142.85,60111.2,8213.88,38599.96,250.161,20936640,41.48301,50.11634,114.6167,0,32.34747,16.07003,18256.9,0,16026.89,35.0912,61.96248,346346.2,2487.123,10.63317,819.9225,19.32418,35.71891,17.79928,1171088,0,178.6185,274.5574,1361.875,50.95168,2822.901,787.9564,1832.011,120.6048,655.5959,183.1875,431.6649,41.10395,14.93672,25.03866,522.2101,388.1183,1306.022,1587.13,80.45164,129.0054,120.9778,286.0277,746.7915,929.1381,241.6659,51.79647,54.39137,10.9956,90.43693,200.7707,269.1045,55.10647,129.7582,5.731421,25.01616,52886.65,901.2615,220.7492,114.9253,6.003863,1174.919,3280.891,61215.83,185.5633,199.6666,46.02983,13.0084,11.0071,9.005811,7.004507,4.002575,18.5901,5.002592,15.00903,7.004507,7.003863,5.002592,4.002575,2,2.000644,1.000644,112.7432,2.802858
                      Jar_BLK_1,87,44841.7307,87.0001,88,166.774,83.38699,1325.569,4511.277,83.38699,48432.55,166.774,587.9462,500.3219,7053.473,18050.94,61872.22,8409.075,39541.66,645.1146,19061390,41.16143,25.05817,157.9408,32.45207,32.35788,32.14006,19327.74,34.08022,16085.38,24.87662,37.17749,318319.8,2553.866,0,759.1863,19.32418,116.0866,35.59885,1149411,0,119.0787,204.8134,1576.467,48.82194,2872.228,765.1825,1658.238,120.6047,537.9729,135.3671,468.7886,51.37983,38.66449,18.7561,368.7104,369.3134,1247.248,1807.66,91.19383,117.4631,168.3569,351.4616,733.5908,869.5891,213.5146,32.63577,66.46554,37.38507,92.16163,207.7844,309.5138,64.94685,136.3996,17.19426,26.01679,52736.23,876.1077,217.225,113.3663,4.001932,1179.741,3394.511,60705.97,217.1313,191.6745,236.4075,86.05614,49.21927,17.01096,7.004507,12.00774,105.1935,26.9705,43.02782,21.01354,13.00839,2.000644,3.001288,0,1,5.002576,113.0774,2.801714
                      Jar_BLK_1,88,44841.7307,88.0001,89,97.99122,0,1344.789,3430.938,0,50191.48,166.774,472.9606,418.5636,10608.03,18728.15,64387.48,9454.556,38352.23,333.5479,22137800,0,45.95629,128.978,0,16.17894,0,18923.13,14.72791,15548.8,49.76924,0,346353.4,2417.598,21.26634,740.4716,0,26.78918,44.49819,1178619,25.98329,195.6293,303.7593,1528.298,16.27398,2798.747,705.6541,1941.095,118.0139,697.8052,182.4525,516.1953,30.82798,14.0518,14.06707,454.9768,385.843,1293.379,2076.62,83.18729,117.2722,116.5087,364.8486,897.0266,883.2038,155.2372,38.84727,39.5012,35.71855,123.3249,201.9229,325.1342,72.81938,132.3405,11.46287,14.96277,52988.23,924.4285,220.7444,98.86152,3.408443,1154.232,3389.249,60606.33,229.8176,227.7454,439.9197,117.4707,85.33694,31.34844,11.0071,10.00581,208.2714,63.3927,86.05581,33.51385,19.01228,7.004523,3.001932,4.001932,3.915939,3.001288,112.9352,2.802858
                      Jar_BLK_1,89,44841.7307,89.0001,90,166.774,83.33335,1596.741,4471.347,0,48493.79,105.5367,414.0038,525.7289,9672.373,19459.14,68958.9,7988.946,39534.39,166.774,21289720,0,25.05817,175.4895,32.45207,16.17894,16.07003,19381.63,58.94957,15890.98,37.32693,0,336342.2,2405.984,21.26634,693.5772,28.98627,58.4618,53.39797,1188266,17.32219,173.9004,274.2932,1602.542,16.27398,2841.493,773.1692,1733.655,133.3002,579.4596,196.0858,459.8453,20.55193,14.93672,14.06707,457.8282,393.2005,1237.262,2432.148,80.45189,98.15936,123.2777,321.2908,908.9694,832.7565,170.8084,44.02694,68.75137,217.9153,121.626,190.9252,390.4651,49.20217,167.7846,7.641895,19.27809,53136.24,924.1202,208.077,115.8764,6.151752,1179.836,3395.94,61277.23,201.0331,195.1046,439.3847,131.4088,93.06057,28.01814,12.14066,17.16735,214.71,79.0202,80.75571,31.02004,25.01613,3.000644,2.000644,3.001288,2,3.001288,112.7565,2.801332
                      Jar_BLK_1,90,44841.7307,90.0001,91,0,166.774,1127.194,4223.469,83.33335,45948.36,267.5876,166.774,500.3233,8849.812,18818.42,68099.84,7390.108,43094.21,413.3532,20514470,41.16143,0,230.6729,97.35647,64.71602,16.07003,18942.33,0,16272.5,37.32693,24.78499,339366.2,2747.464,21.2595,860.4509,28.98627,44.64864,35.59855,1189428,0,133.5977,309.0996,1511.324,32.5481,2992.362,720.8176,2049.776,121.9934,657.9763,162.8412,494.1964,21.37481,19.91563,0,497.6829,467.9075,1352.675,2508.045,90.8939,100.9844,106.161,318.9915,935.1359,956.3926,208.5461,51.18939,71.59602,428.9555,175.8431,188.4919,333.5526,63.93203,219.1261,15.28379,17.01098,52869.27,925.3334,196.3791,118.8783,5.002576,1133.502,3418.611,61008.58,187.4753,218.378,522.9879,143.3381,81.05267,35.02263,17.15951,13.00837,207.1322,75.04874,98.2046,36.02336,22.74905,6.003863,3.000644,2.000644,5.001932,1,112.9833,2.802858
                      Jar_BLK_1,91,44841.7307,91.0001,92,83.38699,83.38699,1230.617,3536.504,166.774,48077.64,220.1938,83.38699,917.2568,10077.82,19064.72,69430.16,6677.922,40007.45,250.1623,20845840,0,0,262.1035,0,0,16.07003,19307.76,0,16122.87,12.90404,37.17749,339216.5,2642.029,0,816.1919,9.662089,62.50823,69.65009,1189187,17.32219,234.6195,230.0773,1855.731,24.41097,2907.7,630.8498,2221.099,93.13125,617.7302,203.6382,414.0628,51.38017,14.93672,18.75316,527.1603,421.3399,1339.233,2605.086,95.60082,112.3092,165.281,320.6288,1183.092,913.3636,233.2146,36.25746,94.10502,630.2565,155.9351,172.0876,368.6163,78.72348,395.9944,26.50785,11.59341,52731.41,872.54,226.7637,135.4846,9.005811,1141.953,3296.626,60958.41,197.689,214.2839,464.178,107.5388,109.5713,35.13206,18.37121,16.62009,243.1782,82.71014,108.0391,41.0265,12.00773,5.002576,6.003219,4.001948,4.001932,2,112.7912,2.802858
                      Jar_BLK_1,92,44841.7308,92.0001,93,83.33335,83.33335,1417.59,4707.379,83.38699,45523.7,218.5651,250.161,427.684,7008.782,20739.97,75261.58,8209.213,40001.3,416.9363,20395590,41.16143,71.30811,149.063,32.45207,16.17894,16.07003,18982.76,0,15561.63,28.65133,12.3925,329370.2,2411.612,30.36268,831.9877,9.655875,44.64878,67.25142,1193729,0,132.053,236.2571,1823.737,24.41097,3037.908,727.4437,2105.321,108.6284,561.785,247.1937,457.0204,51.37991,19.91563,46.89032,453.2254,448.3713,1164.95,2927.67,87.54386,113.0095,132.1086,332.4802,1094.19,937.5842,198.7104,45.90865,90.42147,795.1833,236.0895,177.2632,425.4275,106.7382,721.1468,48.03075,16.01035,52667.4,903.9965,230.1887,97.66937,8.004507,1149.552,3410.786,60975.96,194.3266,228.8116,595.2653,176.5297,131.5036,39.79133,13.57907,16.01035,317.8656,80.16151,136.0849,30.809,23.01483,0,5.003219,2.000644,4.001288,5.001932,112.918,2.802095
                      Jar_BLK_1,93,44841.7308,93.0001,94,0,0,1640.391,3950.81,250.161,48269.93,416.9363,297.0665,833.8753,9390.849,21078.27,72926.8,7567.869,39112.5,414.8177,21042420,82.32287,0,193.0384,32.45207,0,32.12972,19706.83,29.47478,15019.27,62.21155,24.78499,330223.1,2654.113,21.26634,822.3582,9.662089,53.57835,58.14329,1196954,8.661096,149.4131,300.6614,1744.865,8.13699,2933.172,724.3745,2136.889,114.257,611.9232,184.9002,407.0359,41.10403,39.83126,37.51219,535.1221,451.275,1331.647,2790.146,102.393,100.9844,153.0833,347.7889,1185.648,885.3188,231.9277,67.33535,73.79514,815.8234,189.7617,202.6003,457.4381,104.4474,1279.165,66.15052,27.69756,52982.98,958.1961,211.5903,131.0953,4.002575,1117.233,3402.286,60791.19,195.9549,193.1746,1053.866,256.4722,165.4566,42.9809,21.21681,23.01484,478.328,131.0692,186.7987,51.31451,28.01808,3.001288,1.000644,0,4.000645,3.001288,112.9814,2.801714
                      Jar_BLK_1,94,44841.7308,94.0001,95,250.161,166.774,1433.384,3569.067,83.33335,45136.17,583.7103,415.9577,250.161,9059.154,18486.97,73224.77,7903.497,41913.85,166.774,22142710,82.32287,61.37294,210.176,32.45207,1.516775,32.14032,19798.57,29.47478,15580.36,62.21155,37.17749,319466.5,2591.873,31.89951,794.8983,9.655875,37.18394,26.69892,1192100,8.661096,190.4796,283.7859,1732.607,16.27398,2923.269,734.0634,2448.151,144.6068,606.4598,223.6516,454.0704,21.53537,0,32.82317,524.3268,415.9059,1380.164,3081.369,91.42201,117.4376,133.5193,334.434,1176.138,974.1155,190.7166,44.02691,76.53398,915.9116,228.1254,203.9794,450.1114,128.0644,1754.305,81.31495,9.005795,53035.59,905.1388,229.1011,142.5167,13.00837,1164.383,3391.156,60985.87,211.3891,207.0703,1905.033,405.938,300.6976,88.97972,35.96854,37.02393,962.6386,217.2857,315.3228,86.91594,40.02585,4.002575,1,3.001288,4.001288,2.000644,112.2936,2.802095
1,44,44841.7302,44,45,0,0,957.649,6677.686,83.33335,36323.87,333.5479,250.161,250.1623,3737.819,7571.836,13734.93,4417.981,27949.58,214.3306,14647590,41.16143,25.04205,228.1368,16.22603,16.17894,0,20939.04,44.21217,16972.57,49.76944,24.78499,357790.9,2052.342,0,890.4504,0,8.929727,26.69892,382065.6,411.78,68.04472,42.45219,255.9118,24.40574,515.1265,28.77371,26.41294,95.21409,49.45159,128.47,113.7181,41.10386,11.18309,14.06707,31.03962,12.60153,66.65677,64.85432,7.311395,9.772617,27.30855,30.18994,40.84134,797.665,222.8037,12.9474,7.406467,13.19472,8.612999,141.2596,11.77569,17.77419,21.32458,5.731421,23.01491,51879.21,931.5131,225.455,115.3291,3.001932,1274.939,3857.005,65818.91,205.8753,252.0317,2.000644,2.931574,2.001288,4.001948,2.000644,3.001288,5.003219,2.000644,1,2.000644,0,2.000644,5.001932,1,1,3.000644,112.6835,2.807436
1,45,44841.7302,45,46,83.38699,83.38699,1084.035,4918.456,83.38699,34879.28,250.161,276.3823,416.9349,3603.553,7824.076,17556.85,5171.769,21916.33,328.9891,13106560,0,0,505.3586,0,16.16853,32.14006,22493.02,0,16834.78,24.88482,34.80549,341318.2,1668.599,10.62633,1014.293,0,44.64878,8.899638,378776.6,429.0689,59.53913,16.87541,301.2881,8.131756,538.5629,14.38686,78.59431,100.5453,49.14157,105.1578,147.8936,36.26694,29.87345,18.7561,31.03954,25.20307,98.0736,51.9341,3.656873,9.772617,38.07354,21.1909,23.33785,846.957,161.6729,5.177959,7.404879,8.796479,0,160.8353,3.998111,22.8943,22.83911,17.19426,21.01354,51718.56,904.7653,240.584,105.3695,3.001932,1243.72,3881.489,65460.06,191.9907,227.3501,2.001288,3.001304,2.000644,2.000644,1,1,3.001288,0,1,0,2.000644,1,2.000644,2,5.003219,2,112.6069,2.809343
1,46,44841.7302,46,47,83.38699,166.774,851.4606,5191.29,0,33099.84,241.5291,166.774,333.5479,2502.922,6966.424,16897.96,5334.441,23032.88,166.774,14065830,41.16143,50.11634,379.292,48.6781,32.35788,16.07003,20429.24,14.73739,16140.67,49.76924,24.78499,316731,1840.014,0,816.0518,9.662089,35.71905,8.899638,370186.7,441.0713,17.01118,33.75095,174.7468,16.27398,540.5229,7.188801,26.41294,65.58345,30.53461,88.28289,113.1859,43.89363,3.692907,18.75617,48.77642,8.401023,63.17632,78.59428,7.313746,22.80277,15.1725,15.13636,20.42067,803.3889,192.9122,10.35925,7.406467,4.396825,10.76625,178.6007,5.997168,9.839149,27.1025,7.641895,7.004523,51563.46,924.0288,245.4886,127.9254,5.00322,1212.535,3847.081,65797.59,206.2918,245.4991,2.000644,1.000644,3.001288,2.000644,2.000644,3.000644,0,2.000644,2.000644,2.23517,3.001288,9.005795,2.000644,4.001288,3.000644,1,112.6371,2.807817
1,47,44841.7302,47,48,131.9208,0,1902.609,6075.877,83.38699,35067.49,124.9176,500.3233,416.9391,3700.715,6484.098,16345.31,5282.211,24150.32,166.774,15561900,41.16143,25.05817,438.7267,16.2156,16.17894,32.14006,20299.63,14.73739,16732.82,37.32713,33.35344,341519.5,2043.557,21.2595,935.184,19.31796,35.71906,26.69892,382317.9,402.5182,34.02236,0,303.9868,24.41097,536.118,14.38223,59.42912,107.9094,30.53451,122.4007,141.8436,66.79404,16.53153,23.44211,13.30266,8.398321,61.83415,93.77951,21.94124,9.772617,18.207,24.21822,26.25508,911.6791,225.966,20.19244,7.406467,10.9956,8.612999,128.9307,7.996223,21.64884,13.57017,5.731421,20.01296,51946.17,915.8918,245.9528,104.8691,5.003219,1227.977,3836.328,65807.91,206.8154,228.0824,2.001288,3.001288,3.000644,6.003863,2.000644,3.000644,4.001288,0,1.000644,1,3.001288,3.658182,4.001288,4.001932,8.003863,2,112.6218,2.808199
1,48,44841.7302,48,49,166.7204,0,1904.083,6450.086,0,32703.73,250.161,333.5479,364.6552,4296.491,8647.41,17829.95,4879.231,25845.41,83.38699,14603420,0,50.10022,454.0164,4.943869,16.17894,16.07003,21119.68,29.47478,16909.88,24.88462,37.17749,366693.3,2030.601,42.53267,928.885,0,8.929727,26.69906,388670.9,422.3355,34.02236,25.31311,251.8478,0,539.7056,35.96251,46.22265,84.72569,52.17107,147.1385,96.45333,25.68991,24.89454,18.7561,26.60532,8.401023,67.92112,61.0395,10.96827,13.03016,15.1725,28.66462,23.33785,856.6967,210.646,9.023878,2.468822,8.796479,4.306499,146.5668,9.995312,18.81976,21.32464,3.819719,16.0103,51717.55,858.1258,222.8211,105.0723,3.001288,1256.609,3938.653,65965.59,201.4745,251.7878,5.001932,2.000644,4.001288,3.001932,1.000644,1,2,0,1,0,2,2.000644,3.000644,0,2,0,112.7657,2.808199
1,49,44841.7303,49,50,239.0861,83.38699,1465.475,6464.236,207.0017,32382.84,83.38699,236.4803,83.38699,4039.82,9386.074,17767.4,5033.9,24328.77,250.161,15200680,41.16143,0,495.0065,16.2156,32.35788,0,21384.51,0,17107.28,0,37.16952,351577.4,1800.617,31.89968,945.2419,0,26.78918,26.69892,380332.1,331.9391,42.12939,33.75081,233.7761,8.13699,683.8602,14.38686,26.41294,110.2648,55.79774,166.7264,187.5881,59.6088,9.957816,32.82325,35.47376,21.00256,70.77722,68.66959,7.311395,9.768426,9.103499,27.24549,43.75857,915.1605,202.7987,2.589813,12.34411,8.795065,10.76625,147.5052,15.99245,27.55314,19.38611,7.641895,28.0181,51523.24,980.3883,276.4868,99.45554,6.003863,1213.078,3707.146,65979.12,189.346,264.487,3.001288,0,2.000644,2.000644,0,0,3.001932,1,1,2.000644,3.001288,2,1.000644,0,2.000644,0,112.7524,2.809725
1,50,44841.7303,50,51,83.38699,0,2196.262,5814.544,0,34426.82,166.774,723.6115,333.5479,4888.583,9049.871,16102.11,5167.659,24533.1,250.161,14194630,0,0,263.2349,0,16.17894,16.07003,21054.21,29.47478,16756.73,62.21155,0,351555.5,1485.772,18.23422,817.9027,24.15522,17.8596,17.79928,379362.8,276.7685,43.12608,16.87541,191.3883,16.27398,758.6332,7.188801,17.59143,75.2785,48.85148,123.5961,147.5166,25.7702,4.978908,0,57.64515,12.60153,99.88404,60.92015,15.7417,10.70152,18.2071,17.61971,26.25508,825.289,170.8841,7.767772,11.06148,4.396825,4.306499,152.8199,5.997168,15.63698,27.14043,5.730192,21.01356,51602.99,924.4509,247.2375,122.8991,3.000644,1196.518,3818.834,65353.88,199.1179,252.3817,2.001288,0,1,4.001932,2.000644,4.001288,1,1,1,1.000644,2.000644,5.001932,3.001932,3.001932,2.477207,1,112.7657,2.808199
1,51,44841.7303,51,52,0,0,1555.37,5633.018,83.33335,37358.68,166.774,250.161,333.5479,4299.031,7415.995,16449.44,5212.641,23604.08,250.161,15328730,0,0,333.4317,32.45207,32.35788,16.07003,21159.98,0,17183.66,39.87858,15.07915,361966.4,1836.906,31.89951,974.2719,19.31796,26.78918,35.59855,383991.3,436.5633,17.01118,25.31311,299.5663,16.27398,642.4846,14.38686,33.01628,103.1858,34.92384,109.7443,123.0595,32.32313,19.91243,4.689024,22.17117,25.20314,68.08492,47.14299,3.654521,6.512983,15.1725,18.16363,23.33785,806.2979,254.6425,6.434065,7.404879,4.39824,8.612999,114.1271,13.99342,25.58506,16.1903,5.806049,12.6879,51876.81,971.0536,273.8724,121.0973,6.504201,1306.322,3948.447,65728.48,191.1,243.0192,4.001948,2.000644,1,3.000644,2.000644,3.000644,3.001304,0,2.000644,3.001288,2,6.00322,3.000644,6.00322,3.000644,3.001288,112.3841,2.809343
1,52,44841.7303,52,53,0,0,1249.51,4771.067,83.38699,33829.58,83.38699,333.5479,667.0972,4056.11,8206.367,14874.21,5407.012,27315.1,166.774,14179750,123.4843,0,351.1178,32.45207,0,0,20848.32,50.48708,16778.05,24.88462,24.78499,365589.2,1808.701,0,924.8121,28.98005,8.929727,0,386068.2,315.1902,59.53926,25.31311,251.7835,32.54809,630.1952,28.77383,50.37547,98.13983,37.02319,123.5967,175.8857,21.09383,4.978908,28.13415,35.30066,29.40358,87.8977,49.5944,0,13.03016,33.37955,15.13636,29.17237,875.0587,185.1853,7.769438,16.94422,6.59736,6.375638,116.9423,9.995279,13.77654,32.95625,9.552368,22.01427,51845.9,908.0352,240.4423,115.5156,4.001932,1273.617,3897.698,65484.37,175.2468,251.3619,0,1,2,1,0,2.000644,1.000644,1,1.000644,5.002592,1,2.000644,6.00322,3.001288,1,2.000644,112.6545,2.80858
1,53,44841.7303,53,54,83.33335,83.38699,1322.961,5188.789,83.38699,34812.66,333.5479,250.161,166.774,5046.757,9737.092,16792.61,6008.916,25032.42,166.774,15604810,41.16143,25.05817,421.1767,16.22603,0,64.28011,22152.11,0,17335.08,0,12.3925,363088,1963.984,31.89267,909.1008,19.32418,8.929727,1.946796,381951.8,396.4156,59.53913,33.75081,282.8576,8.13699,520.3976,21.58028,57.10789,78.99821,6.106902,123.5963,136.1691,56.51807,14.93352,14.06707,35.47091,12.60153,83.49669,61.03949,7.313746,16.28769,31.45938,40.53716,34.59665,900.0687,209.7517,10.35925,7.473974,6.59736,6.459749,137.1176,6.473505,17.71275,21.04436,11.46287,22.01418,51964.29,929.8073,226.5446,100.5381,6.003236,1243.909,3786.501,65888.89,214.3855,253.7975,3.001932,1,5.00322,4.001932,4.001932,1.422791,4.002575,2,4.001932,4.001932,2.001288,4.001932,3.001288,2,1,1,112.5259,2.808199
1,54,44841.7303,54,55,83.38699,83.38699,1850.339,5791.108,166.774,35454.81,166.774,225.4055,416.9349,4486.814,8641.336,17493.08,4810.192,24906.89,166.774,15851270,41.16143,0,444.9632,0,32.34747,0.3452545,20712.86,14.73739,17716.9,74.65385,12.3925,372752.3,1829.58,10.63317,868.5729,19.32418,17.85945,9.299427,385715.8,356.0084,8.50559,25.31311,332.8515,16.27398,550.6523,64.74085,46.22265,104.2148,54.96222,99.92727,148.5033,44.69644,9.954615,4.686008,39.90798,21.00256,75.0146,77.41684,3.656873,21.47303,23.46996,27.24549,30.99568,784.4385,230.0641,7.769438,7.406467,10.41146,15.07275,145.3605,8.589693,9.840416,25.20187,5.730192,19.01227,51440.52,937.6114,244.5272,134.6732,2.727674,1277.607,3889.461,65731.86,215.5384,248.0628,4.001932,3.000644,2.000644,1,2.000644,2.000644,1,1,6.003863,4.001932,1,1,8.005151,4.001932,0,3.001288,112.5606,2.809725
2,519,44841.7357,519.0004,520,166.7204,166.774,1121.006,1894.469,0,51326.55,500.3219,500.3232,893.1542,14999.68,36069.13,209148.9,8910.439,49190.11,333.5479,23480440,123.4843,249.3092,149.9199,26.7476,10.61743,16.07003,18416.42,44.21217,15041.9,93.41453,37.17749,154568.1,9438.961,31.89951,471.4131,9.662089,123.8655,62.29761,1368924,0,358.1682,684.1048,4731.93,73.23318,6083.462,2986.294,3482.131,179.6919,5646.054,299.8194,503.1172,49.35282,139.4102,46.89032,2591.892,1099.177,5257.5,1814.946,409.3833,802.4438,654.2788,610.5381,534.0521,829.9358,213.8728,176.7467,602.8704,201.5504,218.9897,214.3934,104.7017,55.10631,487.6749,58.92633,20.0129,53531.01,896.8271,206.4661,139.4947,6.00322,622.6754,1838.029,59927.67,189.303,184.2862,43965.96,2889.377,6263.824,1838.509,800.4725,897.4198,46849.84,2704.72,15143.55,2411.599,1992.475,9.001588,5.001932,1,7.004507,6.002592,112.4783,2.806291
2,520,44841.7357,520.0004,521,166.7204,272.3106,1798.857,2884.546,94.29896,49262.31,451.138,869.8657,750.4856,19399.26,39250.55,210834.2,10144.99,50683.98,500.3233,23649380,113.1135,50.11634,160.6142,16.22603,32.35788,32.14006,17502.9,44.21217,14240.49,49.76924,61.96248,154017.2,9580.785,95.69868,331.802,19.32418,115.1624,40.6394,1369915,0,397.3526,752.6092,4606.71,89.50729,6037.916,2926.875,3543.424,127.424,5753.916,276.5182,604.788,30.8279,124.4733,56.26836,2795.34,1102.834,5285.153,1796.815,427.7578,756.2128,673.2793,583.7291,594.0016,899.1637,115.0343,199.4271,556.3652,176.7461,270.3609,232.0504,121.9434,72.34248,466.0757,37.34394,19.01224,53890.87,890.2086,207.477,132.7478,9.005795,628.5062,1839.738,59283.86,220.4164,147.8414,44144.82,3012.957,6605.003,1874.298,841.2197,982.3206,48356.75,2786.551,16092.92,2546.911,2264.22,4.001932,8.005151,2.000644,9.005151,1,112.812,2.805147
2,521,44841.7357,521.0004,522,0,83.38699,1495.761,3346.925,83.38699,48134.29,250.161,1000.648,333.5521,15518.28,37378.74,218900,9807.267,49030.8,743.9696,24025240,123.4843,75.17492,70.19595,36.57212,48.53682,48.21009,18411.64,14.73739,14997.1,24.88462,31.10226,147424.8,10126.04,39.85361,468.1169,48.31045,176.3981,105.8398,1394796,0,390.3645,734.699,4800.446,132.9892,6385.462,2772.286,3606.863,171.3856,5658.683,331.5123,635.2443,44.67636,123.0828,47.04601,2771.362,1109.885,5145.805,1668.677,338.5261,799.2976,637.988,718.2265,529.2095,827.8862,169.851,263.682,577.3652,216.6772,302.8299,231.0635,144.6211,66.16155,406.8749,28.65711,16.01034,53525.78,855.11,214.1209,118.9356,7.004523,642.4122,1783.947,59485.19,222.0809,172.1298,44175.76,2977.297,6305.513,1842.149,798.9603,869.6969,48039.82,2809.471,15648.95,2542.4,2050.893,9.005795,6.00322,5.001932,8.005167,5.002576,112.72,2.807436
