,AbsTime,RelTime,Cycle,m17.009 (B_m17.009) (Corr),m18.018 (B_m18.018) (Corr),m18.887 (B_m18.887) (Corr),m18.940 (B_m18.940) (Corr),m19.015 (B_m19.015) (Corr),m19.454 (B_m19.454) (Corr),m19.739 (B_m19.739) (Corr),m20.008 (B_m20.008) (Corr),m21.009 (B_m21.009) (Corr),m27.001 (B_m27.001) (Corr),m28.991 (B_m28.991) (Corr),m29.975 (B_m29.975) (Corr),m30.986 (B_m30.986) (Corr),m31.974 (B_m31.974) (Corr),m32.973 (B_m32.973) (Corr),m33.005 (B_m33.005) (Corr),m33.969 (B_m33.969) (Corr),m37.015 (B_m37.015) (Corr),m37.642 (B_m37.642) (Corr),m37.692 (B_m37.692) (Corr),m38.002 (B_m38.002) (Corr),m39.002 (B_m39.002) (Corr),m41.006 (B_m41.006) (Corr),m42.002 (B_m42.002) (Corr),m43.017 (B_m43.017) (Corr),m43.975 (B_m43.975) (Corr),m44.994 (B_m44.994) (Corr),m45.962 (B_m45.962) (Corr),m46.993 (B_m46.993) (Corr),m50.999 (B_m50.999) (Corr),m53.013 (B_m53.013) (Corr),m55.014 (B_m55.014) (Corr),m57.037 (B_m57.037) (Corr),m59.027 (B_m59.027) (Corr),m60.025 (B_m60.025) (Corr),m61.016 (B_m61.016) (Corr),m62.992 (B_m62.992) (Corr),m69.041 (B_m69.041) (Corr),m71.050 (B_m71.050) (Corr),m73.028 (B_m73.028) (Corr),m75.023 (B_m75.023) (Corr),m77.009 (B_m77.009) (Corr),m78.018 (B_m78.018) (Corr),m81.019 (B_m81.019) (Corr),m83.058 (B_m83.058) (Corr),m88.050 (B_m88.050) (Corr),m89.043 (B_m89.043) (Corr),m90.924 (B_m90.924) (Corr),m91.019 (B_m91.019) (Corr),m93.009 (B_m93.009) (Corr),m94.015 (B_m94.015) (Corr),m95.026 (B_m95.026) (Corr),m96.028 (B_m96.028) (Corr),m97.059 (B_m97.059) (Corr),m103.044 (B_m103.044) (Corr),m117.061 (B_m117.061) (Corr),m149.025 (B_m149.025) (Corr),m203.960 (B_m203.960) (Corr),m204.933 (B_m204.933) (Corr),m205.922 (B_m205.922) (Corr),m217.913 (B_m217.913) (Corr),m223.045 (B_m223.045) (Corr),m225.025 (B_m225.025) (Corr),m281.052 (B_m281.052) (Corr),m283.022 (B_m283.022) (Corr),m286.981 (B_m286.981) (Corr),m329.810 (B_m329.810) (Corr),m330.843 (B_m330.843) (Corr),m331.863 (B_m331.863) (Corr),m341.023 (B_m341.023) (Corr),m355.128 (B_m355.128) (Corr),m356.139 (B_m356.139) (Corr),m357.085 (B_m357.085) (Corr),m358.077 (B_m358.077) (Corr),m359.037 (B_m359.037) (Corr),m371.124 (B_m371.124) (Corr),m372.129 (B_m372.129) (Corr),m373.085 (B_m373.085) (Corr),m374.076 (B_m374.076) (Corr),m375.062 (B_m375.062) (Corr),m429.098 (B_m429.098) (Corr),m430.094 (B_m430.094) (Corr),m431.090 (B_m431.090) (Corr),m432.082 (B_m432.082) (Corr),m445.108 (B_m445.108) (Corr),m446.110 (B_m446.110) (Corr),m447.100 (B_m447.100) (Corr),m448.091 (B_m448.091) (Corr),m449.089 (B_m449.089) (Corr),E/N_Act [Td],p-Drift_Act [mbar],group_id
33,44843.8155,33.0,34.0,6154.427,80250.67,3376.263,3504.728,28572990.0,1308683.0,16206.08,69732.13,36423470.0,178.5583,56008.74,35811.06,435.8075,959042.9,4886.463,2376.592,1663.507,2054803.0,93.48475,111.3928,1556.4129999999998,3491.691,408.8226,49.14495,2772.08,219.6949,629.4552,346.8343,1013.132,14.94246,42.227140000000006,361.9973,298.5555,834.9941,91.75009,9530.518,65.88824,107.5603,139.2495,243.6421,2238.95,1131.983,184.7516,67.36016,60.08051999999999,1500.267,630.864,95.40756999999999,169.9353,348.7275,115.9976,3510.313,173.9423,44.50058,134.389,209.6117,60.479859999999995,176099.9,1281.95,68.04435,91.05958000000001,31.0165,18.011589999999998,17.01098,9.005794999999999,1.0,2088.922,106799.0,176.0442,6.4644699999999995,212.1724,61.03969,30.019379999999998,17.01098,2.000644,85.67312,23.014860000000002,33.021359999999994,6.003863,10.00581,3.001288,3.001288,4.001932,2.000644,3.001288,1.0,2.000644,2.000644,1.0,113.325,2.800569,                      Jar_BLK_17
109,44843.8164,109.0001,110.0,4279.217000000001,114159.1,4388.494000000001,5224.95,27729120.0,1995165.0,19067.92,78687.12,40211370.0,9606.011999999999,75249.86,53218.18,1272.316,296995.3,9064.872,27185.65,666.2173,3485738.0,495.7061,848.0544,4089.369,14671.91,19615.02,1790.773,852077.8,10040.3,15798.17,1126.1789999999999,4859.6759999999995,347.6107,112.8904,3318.3920000000003,43442.82,14946.54,1665.145,1368957.0,4702.5,617.3762,6603.905,3294.485,665571.4,6222.340999999999,332.0145,201.3942,508.6253,6083.3330000000005,249029.6,185.5812,633.2427,14581.12,892.9946,22138.07,803.7163,296.5222,16321.38,1915.0510000000002,166.7505,155215.1,1093.6860000000001,42.027159999999995,85.82970999999999,140.9911,88.08105,108.7972,33.021390000000004,3.001288,942.1624,80712.23,165.5618,5.002576,98.06405,37.023920000000004,27.017429999999997,7.004507,8.004539,70.04574000000001,22.319129999999998,31.52818,14.00903,2.000644,4.001932,3.001288,3.001288,6.433184,0.0,1.0,11.00644,4.001932,1.0,113.2096,2.795228,193
110,44843.8164,110.0001,111.0,4210.108,128194.4,4115.304,4750.053,27824830.0,2647821.0,22686.25,88553.88,39777500.0,7542.406,67126.43,43433.99,1338.668,282768.9,8205.834,25936.08,685.8802,3614918.0,574.1761,1009.745,5675.146,14286.5,17204.45,1678.0870000000002,453121.9,5550.62,16046.25,1077.798,3678.309,264.4742,133.5364,4081.8779999999997,30885.36,15318.31,1571.874,1247905.0,2605.569,1113.734,5807.666,3007.413,421706.2,6027.293000000001,377.8649,253.9737,722.4019,95872.09,224613.6,195.8388,627.403,20639.51,1005.595,26257.14,838.8159,361.5779,26987.97,2641.283,170.2366,159543.7,1146.703,57.03708,89.38313000000001,118.1032,91.05949,123.1208,33.80307,4.001932,924.9,83684.34,166.1419,5.0032190000000005,318.0894,80.27096999999999,56.036319999999996,15.009670000000002,8.005183,174.9079,62.44696,80.53349,16.01032,12.00708,6.003863,6.002576,5.0032190000000005,5.002592,3.000644,0.0,5.002592,5.002575,1.0,113.146,2.79561,193
111,44843.8164,111.0001,112.0,4619.6,117966.4,5036.076,5709.927,27302850.0,2997810.0,23782.42,94849.67,40709560.0,6378.675,65869.2,38133.77,1177.864,279951.2,8775.128,27183.65,676.8324,3541387.0,784.6278,1229.955,6013.4,13803.88,13329.79,1190.725,260202.5,3762.2990000000004,15715.2,967.6702,2843.508,278.9895,103.2222,4631.536,21302.19,14790.95,1393.737,898912.2,1783.318,1474.136,4200.92,2423.246,261346.6,4924.847,346.622,237.4908,823.5674,98551.87,143247.4,192.2444,484.8058,17900.79,1080.691,30122.84,1065.106,300.1572,25052.71,3083.775,188.557,161819.8,1163.761,69.04514,80.05221999999999,106.0808,98.28666,103.7273,39.025259999999996,4.001288,940.8768,85070.69,165.9075,5.002575,341.1998,71.09315,65.04213,16.354329999999997,4.001932,220.3453,64.22916,102.0632,21.701529999999998,18.011670000000002,4.127012000000001,5.002576,5.0032190000000005,3.313989,5.002576,5.002576,8.004507,3.000644,3.000644,113.1614,2.795228,193
112,44843.8164,112.0001,113.0,3876.9109999999996,120202.7,4383.134,6970.904,27574960.0,3292436.0,23623.63,93647.89,42482300.0,5401.715,60021.6,36214.23,910.4745,275187.6,8381.322,27078.82,786.0947,3620942.0,658.8364,1257.306,6788.19,12834.09,11572.49,1277.539,170226.3,2671.7129999999997,14790.16,849.6718,2518.058,273.9899,103.2219,4892.815,15663.94,14030.73,1092.5919999999999,626440.8,1325.598,1632.237,3074.0040000000004,2140.359,170080.0,3934.0209999999997,293.0911,324.0211,884.5037,67715.56,90992.22,159.7242,493.1205,14185.04,921.1398,38348.75,1197.307,381.617,19462.04,3512.433,212.8038,161207.1,1194.481,63.43195,73.69643,119.2049,77.05013000000001,125.1237,30.0194,5.002576,917.1004,86250.38,180.2583,5.001932,619.8123,117.0952,74.04814,22.0142,5.002576,324.583,63.04095,125.0965,40.02595,27.01747,8.00388,4.001932,12.007760000000001,6.003863,4.002575,4.0019480000000005,6.00322,7.004507,6.003863,113.0496,2.79561,193
113,44843.8164,113.0001,114.0,4551.226,121161.3,4822.213,7236.7480000000005,27295190.0,3520142.0,23974.37,91138.62,43943570.0,4677.518,58214.77,34851.59,940.6713,275531.3,9043.685,26729.88,715.9719,3539014.0,886.1068,1606.777,6521.56,12978.36,10188.5,1126.806,118431.3,1930.11,14541.31,900.7543,2146.982,283.9718,89.14641,5171.460999999999,11738.0,13529.7,934.0432,446567.8,1059.031,1579.835,2482.475,1939.497,118011.1,3682.7940000000003,314.4647,327.2299,934.8726,48563.0,61391.9,177.7168,464.418,10782.06,894.3477,45004.58,1375.8139999999999,368.5858,14461.03,4439.397,252.6972,163151.9,1205.863,55.26254,68.21632,120.1158,64.04172,127.1271,31.02003,6.00322,876.8182,85821.19,159.1954,3.001288,1980.332,342.2808,203.9587,50.03236,20.01223,1096.968,197.0071,385.1815,72.0468,39.02531,3.001288,9.005794999999999,3.001288,10.00644,6.0038800000000005,3.001288,6.003863,3.000644,3.000644,112.9205,2.795228,193
114,44843.8164,114.0001,115.0,3961.289,121130.6,5029.513,5306.139,27288740.0,3589985.0,25509.1,99285.34,43506620.0,4011.134,59122.48,33438.36,885.2327,276905.0,8175.433000000001,25707.49,775.9381,3559111.0,1006.197,1567.392,7004.508000000001,12852.8,9084.412,957.6106,88712.02,1694.7520000000002,13702.71,879.3411,1839.453,315.3056,121.3666,5103.15,9953.559000000001,12747.95,984.062,335311.4,912.1328,1479.621,2153.094,1779.109,85245.27,3138.56,311.8668,342.3602,941.3839,37738.29,44553.82,189.6783,426.7198,8424.052,802.543,45167.89,1454.9720000000002,339.7857,10870.43,5852.571999999999,318.0543,163210.2,1212.846,60.03901,90.05933,109.969,62.040319999999994,87.47112,33.02134,13.00837,940.4824,86511.85,161.5571,12.00774,6302.71,778.5468,524.2512,81.05278,32.356840000000005,3481.1740000000004,483.9756,1070.517,173.8448,96.06293000000001,4.002575,3.001288,5.0032190000000005,11.00708,4.001288,3.000644,6.0038800000000005,4.5967080000000005,7.004507,113.3696,2.7948470000000003,193
115,44843.8164,115.0001,116.0,3624.801,117800.6,4609.641,5141.269,27730850.0,3728786.0,27682.2,93352.27,45859580.0,3488.198,58393.78,32822.86,1181.473,276064.9,8581.367,25844.64,653.0851,3538982.0,1017.135,1693.391,6961.785,12918.64,8263.963,952.8818,70049.01,1512.759,13479.03,795.5212,1938.856,310.9126,129.2107,5040.419,8383.402,12478.48,864.8951,252544.7,795.8044,1586.816,2117.208,1679.8,64504.0,2668.653,215.0951,412.0171,987.239,30969.54,33288.9,160.2206,416.6837,6525.908,684.2962,38879.47,1292.978,318.7649,8807.677,7553.509,283.2364,163151.7,1184.952,59.94523,84.05148,104.6961,68.70888000000001,142.7647,48.03113,24.0155,875.7574,88570.12,171.1562,7.004507,13703.59,1370.263,989.7366,145.9117,43.34838,7557.519,828.1823,2242.975,311.1364,146.5962,4.001932,3.001932,3.001288,2.000644,6.003863,4.001932,4.001932,3.000644,4.002575,113.1614,2.795228,193
116,44843.8165,116.0001,117.0,3274.772,116946.8,5007.28,5285.26,27271500.0,3801003.0,23455.8,95723.2,43706440.0,3259.08,57741.79,31910.01,899.1879,276072.9,8507.948,24026.5,721.531,3605472.0,1221.769,1841.55,7305.861,12913.01,8110.982,916.7618,56179.41,1222.4260000000002,12895.83,683.7714,1786.095,253.031,93.83861999999999,5326.137,7278.015,12003.24,802.6389,195036.3,715.9083,1587.872,1946.614,1736.394,51157.07,2363.524,239.8351,429.0736,903.1746,26030.85,26233.55,149.0151,355.5213,5751.41,594.2726,31462.52,1117.583,331.8941,7253.111,8735.282,364.2835,164295.3,1101.8319999999999,63.6977,85.0559,87.0569,63.97577,96.06285,48.03116,21.302789999999998,889.1697,87545.37,178.8359,13.00837,20474.82,1641.8970000000002,1464.694,218.1295,63.04088,11577.12,1106.562,3240.2740000000003,461.5784,251.6184,7.003864,6.003863,4.001288,4.001932,3.001932,4.940035,1.0,9.005151,3.001932,113.3041,2.7940840000000002,193
117,44843.8165,117.0001,118.0,4841.753,113904.6,5478.057,4560.399,27339950.0,3881071.0,26990.73,101489.8,45809460.0,2974.191,57017.25,31912.21,676.2842,282010.6,8250.609,24448.68,732.8499,3547510.0,1055.491,1616.226,7918.844,12717.21,7903.233,972.291,46461.36,898.4716,12280.13,880.3753,1659.62,336.0215,130.5951,5457.7390000000005,6444.092,11617.43,731.4877,153112.0,569.2013,1419.5379999999998,1985.2520000000002,1662.3970000000002,40340.62,2166.8089999999997,249.1357,365.5603,849.8328,23141.92,21612.44,139.5618,314.761,4886.562,561.9833,25304.63,910.576,300.9503,5917.164000000001,8840.828000000001,364.0886,163910.7,1139.181,61.03974,70.04578000000001,101.9064,77.05017,109.0898,48.23441,23.49889,979.8989,87640.77,163.1284,5.002576,24884.47,1963.764,1624.494,275.3513,71.04632,14365.93,1359.631,3922.407,536.2102,261.6577,5.002576,6.00322,9.005811,4.001932,4.001932,2.001288,7.004507,9.005152,3.001288,113.0959,2.794466,193
